ID,X,Y,Z,ROTATIONS,COPIES
0,101,69,20,3,1
1,108,66,54,51,2
2,74,62,33,51,3
3,69,61,33,51,2
4,71,64,31,3,1
5,38,32,30,63,2
6,108,47,37,51,2
7,100,41,36,51,1
8,99,79,39,3,2
9,83,55,22,3,1
10,99,49,36,51,2
11,83,56,22,3,2
12,66,52,44,63,1
13,120,69,29,3,2
14,101,90,50,51,2
15,58,54,39,63,1
16,88,64,58,63,1
17,82,52,46,63,1
18,63,63,53,63,4
19,82,67,60,63,1
20,89,69,29,3,2
21,84,68,34,3,2
22,52,49,40,63,3
23,89,75,56,63,3
24,48,44,39,63,1
25,53,27,21,51,1
26,99,52,43,51,1
27,97,67,60,63,2
28,65,48,44,63,3
29,101,69,55,63,1
30,99,79,31,3,1
31,99,55,52,63,2
32,117,92,33,3,1
33,94,60,23,3,1
34,115,95,23,3,1
35,88,76,56,63,2
36,92,79,24,3,1
37,79,61,39,51,1
38,92,75,54,63,1
39,50,43,29,63,1
40,60,55,43,63,1
41,117,92,32,3,1
42,120,92,20,3,1
43,96,83,32,3,1
44,80,74,54,63,1
45,85,70,39,51,1
46,82,56,35,51,1
47,92,56,26,3,1
48,107,75,50,51,3
49,78,71,24,3,1
50,116,57,32,51,2
51,82,78,30,3,3
52,119,67,50,51,1
53,63,54,34,63,2
54,76,66,51,63,2
55,114,74,29,3,3
56,73,62,47,63,1
57,97,55,35,51,2
58,119,62,48,51,1
59,80,68,27,3,2
60,48,32,22,51,1
61,100,48,36,51,1
62,89,63,21,3,3
63,74,70,43,63,2
64,95,68,52,63,1
65,104,55,20,3,1
66,48,45,41,63,1
67,103,71,48,51,2
68,114,67,43,51,2
69,120,91,38,3,2
70,120,62,62,63,1
71,104,66,32,3,2
72,70,64,54,63,2
73,54,42,25,51,3
74,79,72,71,63,2
75,90,85,49,63,1
76,105,75,56,63,1
77,106,78,56,63,2
78,65,62,27,3,2
79,108,73,54,51,1
