ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,72,49,35,1,1,0,0,1,1,4
1,75,66,47,1,1,1,1,1,1,3
2,78,30,22,1,1,0,0,1,1,2
3,119,79,79,1,1,1,1,1,1,1
4,76,65,62,1,1,1,1,1,1,1
5,119,81,65,1,1,1,1,1,1,4
6,91,77,36,1,1,0,0,0,0,3
7,113,89,27,1,1,0,0,0,0,5
8,98,59,44,1,1,0,0,1,1,2
9,76,55,43,1,1,1,1,1,1,3
10,58,51,31,1,1,1,1,1,1,3
11,94,40,25,1,1,0,0,1,1,2
12,89,66,43,1,1,0,0,1,1,3
13,119,55,50,1,1,0,0,1,1,3
14,70,43,34,1,1,0,0,1,1,2
15,76,71,56,1,1,1,1,1,1,3
16,80,58,40,1,1,0,0,1,1,2
17,79,57,46,1,1,1,1,1,1,2
18,70,68,61,1,1,1,1,1,1,1
19,93,46,39,1,1,0,0,1,1,3
20,76,45,42,1,1,1,1,1,1,5
21,105,32,26,1,1,0,0,1,1,2
22,85,67,60,1,1,1,1,1,1,2
23,58,35,23,1,1,0,0,1,1,1
24,80,65,52,1,1,1,1,1,1,5
25,104,69,62,1,1,1,1,1,1,2
26,72,48,34,1,1,0,0,1,1,3
27,34,32,27,1,1,1,1,1,1,5
28,74,73,51,1,1,1,1,1,1,3
29,120,80,64,1,1,1,1,1,1,4
30,82,77,41,1,1,0,0,1,1,2
31,98,60,56,1,1,1,1,1,1,4
32,51,47,30,1,1,1,1,1,1,2
33,80,74,42,1,1,1,1,1,1,3
34,47,38,34,1,1,1,1,1,1,1
35,84,74,28,1,1,0,0,0,0,2
36,103,67,41,1,1,0,0,1,1,1
37,80,70,48,1,1,1,1,1,1,2
38,85,39,34,1,1,0,0,1,1,4
39,106,51,40,1,1,0,0,1,1,4
40,98,67,56,1,1,1,1,1,1,2
41,78,71,65,1,1,1,1,1,1,2
42,78,34,31,1,1,0,0,1,1,3
43,94,51,21,1,1,0,0,0,0,2
44,59,32,30,1,1,1,1,1,1,2
45,95,70,57,1,1,1,1,1,1,1
46,120,80,30,1,1,0,0,0,0,2
47,53,43,20,1,1,0,0,0,0,2
48,94,53,28,1,1,0,0,1,1,3
49,98,91,26,1,1,0,0,0,0,3
