ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,118,66,47,1,1,0,0,1,1,2
1,99,56,25,1,1,0,0,0,0,1
2,91,83,48,1,1,1,1,1,1,2
3,104,66,40,1,1,0,0,1,1,1
4,75,60,33,1,1,0,0,1,1,1
5,113,78,60,1,1,1,1,1,1,3
6,36,36,29,1,1,1,1,1,1,1
7,56,48,40,1,1,1,1,1,1,3
8,67,40,22,1,1,0,0,1,1,1
9,92,78,64,1,1,1,1,1,1,4
10,73,61,31,1,1,0,0,1,1,1
11,72,66,58,1,1,1,1,1,1,3
12,56,44,26,1,1,0,0,1,1,4
13,93,65,34,1,1,0,0,1,1,1
14,113,63,50,1,1,0,0,1,1,3
15,35,34,31,1,1,1,1,1,1,1
16,100,99,80,1,1,1,1,1,1,2
17,105,69,20,1,1,0,0,0,0,1
18,77,60,38,1,1,0,0,1,1,1
19,98,69,30,1,1,0,0,0,0,1
20,107,56,20,1,1,0,0,0,0,2
21,89,88,54,1,1,1,1,1,1,4
22,83,73,31,1,1,0,0,0,0,2
23,53,46,44,1,1,1,1,1,1,2
24,87,53,34,1,1,0,0,1,1,2
25,79,63,33,1,1,0,0,1,1,1
26,114,77,60,1,1,1,1,1,1,1
27,61,51,29,1,1,0,0,1,1,1
28,83,73,56,1,1,1,1,1,1,3
29,76,28,27,1,1,0,0,1,1,3
30,109,35,29,1,1,0,0,1,1,2
31,86,76,39,1,1,0,0,1,1,2
32,84,79,34,1,1,0,0,0,0,4
33,60,33,26,1,1,0,0,1,1,2
34,100,94,25,1,1,0,0,0,0,3
35,88,73,56,1,1,1,1,1,1,3
36,99,76,41,1,1,0,0,1,1,3
37,48,42,27,1,1,1,1,1,1,2
38,114,71,33,1,1,0,0,0,0,1
39,98,73,43,1,1,0,0,1,1,2
40,97,61,26,1,1,0,0,0,0,1
41,103,61,51,1,1,0,0,1,1,1
42,99,75,28,1,1,0,0,0,0,2
43,103,46,27,1,1,0,0,1,1,1
44,73,51,41,1,1,1,1,1,1,3
45,74,56,51,1,1,1,1,1,1,1
46,43,41,32,1,1,1,1,1,1,1
47,66,55,52,1,1,1,1,1,1,1
48,116,48,36,1,1,0,0,1,1,1
49,63,30,30,1,1,0,0,1,1,3
50,87,77,73,1,1,1,1,1,1,2
51,86,69,68,1,1,1,1,1,1,3
52,102,73,70,1,1,1,1,1,1,2
53,51,29,28,1,1,1,1,1,1,1
54,86,62,55,1,1,1,1,1,1,3
55,87,45,29,1,1,0,0,1,1,1
56,113,67,61,1,1,1,1,1,1,3
57,67,34,32,1,1,0,0,1,1,2
58,101,86,34,1,1,0,0,0,0,3
59,99,91,37,1,1,0,0,0,0,1
