ID,X,Y,Z,ROTATIONS,COPIES
0,95,80,57,63,1
1,112,87,23,3,3
2,116,41,40,51,1
3,98,80,56,63,1
4,108,60,59,63,1
5,82,77,67,63,2
6,67,46,36,63,1
7,104,72,44,51,1
8,89,56,24,3,1
9,64,36,36,63,2
10,101,86,31,3,2
11,69,65,37,63,2
12,106,39,22,51,1
13,100,58,37,51,1
14,56,53,35,63,2
15,66,53,51,63,1
16,116,36,20,51,1
17,48,35,33,63,1
18,63,62,41,63,1
19,59,53,48,63,1
20,101,43,40,51,2
21,113,74,41,51,1
22,75,63,40,63,1
23,116,65,43,51,2
24,72,71,35,3,1
25,53,34,26,51,2
26,97,88,72,63,1
27,108,65,57,63,1
28,113,75,49,51,1
29,52,30,22,51,1
30,113,45,40,51,1
31,71,41,32,51,2
32,120,66,37,51,2
33,99,58,33,51,2
34,111,86,69,63,2
35,83,83,66,63,1
36,72,70,51,63,1
37,87,61,53,63,1
38,92,86,42,3,2
39,111,93,54,51,1
40,57,54,53,63,1
41,101,72,25,3,1
42,52,43,42,63,1
43,90,70,39,51,1
44,100,54,53,63,1
45,77,60,29,3,1
46,114,60,29,3,1
47,84,52,27,51,1
48,55,37,31,63,2
49,54,41,29,63,1
50,108,75,28,3,1
51,80,43,37,51,3
52,68,59,35,63,1
53,99,62,45,51,2
54,62,33,25,51,1
55,86,76,49,63,1
56,70,47,44,63,1
57,117,79,61,63,1
58,95,71,59,63,1
59,80,77,64,63,1
60,95,75,66,63,3
61,74,71,31,3,1
62,83,57,55,63,1
63,75,29,24,51,1
64,95,80,67,63,1
65,83,74,32,3,2
66,93,84,60,63,1
67,100,77,58,63,2
68,80,45,33,51,1
69,97,72,71,63,1
70,115,32,26,51,1
71,94,77,52,63,1
72,88,69,36,51,1
73,48,38,33,63,1
74,93,47,25,51,1
75,111,97,49,51,1
76,100,52,27,51,2
77,93,66,40,51,1
78,94,79,47,51,1
79,115,72,69,63,1
80,98,79,75,63,1
81,77,71,31,3,2
82,118,60,54,51,1
83,120,42,39,51,1
84,107,77,42,51,2
85,70,53,47,63,1
86,85,63,49,63,1
87,80,54,42,63,1
88,95,65,29,3,2
89,106,74,63,63,1
