ID,X,Y,Z,ROTATIONS,COPIES
0,86,84,45,63,3
1,81,45,34,51,2
2,70,54,37,63,3
3,71,61,52,63,3
4,78,73,40,63,1
5,69,63,46,63,1
6,72,67,56,63,1
7,75,75,36,3,1
8,94,88,50,63,3
9,65,51,50,63,3
10,81,56,46,63,3
11,68,44,27,51,1
12,108,52,45,51,2
13,114,80,44,51,2
14,84,39,22,51,1
15,62,58,30,51,1
16,86,68,33,3,2
17,59,52,22,3,3
18,42,33,21,51,3
19,110,74,38,51,4
20,79,62,28,3,3
21,86,53,33,51,3
22,78,60,20,3,2
23,105,88,29,3,2
24,115,75,29,3,1
25,73,72,59,63,1
26,77,77,36,3,1
27,94,59,36,51,3
28,52,33,30,63,2
29,68,61,60,63,2
30,78,63,20,3,2
31,91,71,42,51,1
32,79,79,58,63,1
33,82,50,35,51,2
34,74,53,43,63,1
35,93,62,26,3,3
36,86,36,31,51,1
37,76,26,26,51,1
38,100,74,58,63,2
39,115,52,22,3,1
40,44,36,35,63,2
41,119,47,35,51,3
42,89,57,23,3,1
43,85,39,24,51,2
44,81,55,32,51,1
45,70,37,33,51,2
46,89,64,52,63,3
47,115,81,36,3,1
48,89,78,30,3,1
49,64,63,30,3,2
50,44,39,39,63,1
51,84,41,36,51,2
52,51,44,29,63,1
53,82,66,38,51,1
54,84,47,35,51,1
55,89,67,45,63,3
56,61,57,56,63,3
57,83,61,51,63,1
58,84,60,25,3,2
59,71,48,32,51,1
60,117,52,31,51,1
61,73,50,35,51,2
62,80,74,34,3,1
63,92,75,65,63,1
64,45,41,34,63,2
65,112,53,49,51,1
66,88,58,52,63,3
67,98,64,25,3,2
68,79,73,51,63,2
69,105,70,43,51,1
70,58,32,27,51,1
71,83,73,30,3,1
72,52,52,33,63,2
73,74,50,32,51,2
74,84,73,60,63,1
75,72,72,55,63,1
76,103,39,33,51,1
77,67,55,54,63,2
78,79,71,25,3,2
79,101,47,22,3,1
80,78,65,35,51,2
81,53,40,32,63,1
82,73,51,28,51,1
83,88,42,28,51,3
84,79,74,41,63,3
85,71,63,30,3,3
86,82,63,45,63,2
87,71,61,32,51,1
88,67,33,22,51,1
89,77,56,27,3,3
