ID,X,Y,Z,ROTATIONS,COPIES
0,119,41,38,51,2
1,90,44,35,51,2
2,67,55,27,3,1
3,71,47,36,63,1
4,90,55,51,63,1
5,87,68,40,51,2
6,87,53,36,51,1
7,113,47,34,51,2
8,97,56,35,51,1
9,90,60,25,3,1
10,88,75,70,63,1
11,111,64,51,51,1
12,105,77,31,3,1
13,91,33,29,51,1
14,53,34,31,63,1
15,73,40,34,51,1
16,84,56,44,63,1
17,113,81,29,3,2
18,89,53,51,63,3
19,62,30,26,51,3
20,99,91,40,3,1
21,113,88,40,3,2
22,99,76,34,3,2
23,74,65,37,51,3
24,96,73,33,3,1
25,78,73,71,63,1
26,99,99,46,3,2
27,88,57,33,51,4
28,76,67,34,51,2
29,80,63,48,63,2
30,86,80,38,3,1
31,114,77,67,63,1
32,66,50,50,63,1
33,117,70,59,63,2
34,90,49,39,51,1
35,102,74,62,63,3
36,77,62,38,51,2
37,75,48,38,63,2
38,92,69,69,63,1
39,88,66,22,3,1
40,94,78,47,51,1
41,70,55,47,63,2
42,95,85,74,63,4
43,60,40,23,51,2
44,87,64,35,51,1
45,80,78,26,3,1
46,87,47,39,51,2
47,86,68,64,63,1
48,116,54,26,3,3
49,48,31,28,63,1
50,120,56,27,3,2
51,69,49,48,63,1
52,102,76,69,63,1
53,85,74,66,63,2
54,77,58,40,63,3
55,119,62,56,51,1
56,84,78,67,63,2
57,94,86,74,63,1
58,85,64,57,63,1
59,70,63,53,63,2
60,90,76,56,63,3
61,85,84,31,3,3
62,105,88,75,63,1
63,60,59,33,63,1
64,94,79,40,51,2
65,96,71,56,63,1
66,96,83,56,63,1
67,68,53,40,63,1
68,120,82,42,51,1
69,92,71,30,3,1
