ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,98,73,44,1,1,0,0,1,1,2
1,60,60,38,1,1,1,1,1,1,2
2,105,73,60,1,1,1,1,1,1,2
3,90,77,52,1,1,1,1,1,1,2
4,66,58,24,1,1,0,0,0,0,1
5,106,76,55,1,1,1,1,1,1,1
6,55,44,36,1,1,1,1,1,1,1
7,82,58,23,1,1,0,0,0,0,1
8,74,61,58,1,1,1,1,1,1,2
9,81,39,24,1,1,0,0,1,1,1
10,71,65,39,1,1,1,1,1,1,2
11,105,97,47,1,1,0,0,0,0,4
12,114,97,69,1,1,1,1,1,1,1
13,103,78,55,1,1,1,1,1,1,1
14,93,66,55,1,1,1,1,1,1,1
15,78,75,74,1,1,1,1,1,1,1
16,118,67,58,1,1,0,0,1,1,2
17,91,61,22,1,1,0,0,0,0,1
18,96,58,24,1,1,0,0,0,0,2
19,80,76,44,1,1,1,1,1,1,2
20,80,67,25,1,1,0,0,0,0,1
21,71,69,20,1,1,0,0,0,0,1
22,81,79,62,1,1,1,1,1,1,2
23,72,68,30,1,1,0,0,0,0,1
24,49,45,41,1,1,1,1,1,1,1
25,112,96,58,1,1,1,1,1,1,2
26,71,65,45,1,1,1,1,1,1,1
27,91,68,30,1,1,0,0,0,0,1
28,94,71,61,1,1,1,1,1,1,2
29,52,51,31,1,1,1,1,1,1,1
30,46,41,29,1,1,1,1,1,1,2
31,116,79,55,1,1,0,0,1,1,1
32,45,38,30,1,1,1,1,1,1,3
33,78,77,53,1,1,1,1,1,1,2
34,76,74,62,1,1,1,1,1,1,2
35,92,58,39,1,1,0,0,1,1,1
36,56,50,40,1,1,1,1,1,1,1
37,96,48,45,1,1,0,0,1,1,1
38,103,57,26,1,1,0,0,0,0,1
39,90,45,35,1,1,0,0,1,1,3
40,96,65,47,1,1,0,0,1,1,2
41,44,43,37,1,1,1,1,1,1,1
42,75,40,39,1,1,1,1,1,1,1
43,71,65,35,1,1,0,0,1,1,2
44,86,70,53,1,1,1,1,1,1,1
45,53,44,43,1,1,1,1,1,1,2
46,82,52,33,1,1,0,0,1,1,1
47,60,57,51,1,1,1,1,1,1,1
48,79,69,48,1,1,1,1,1,1,1
49,53,35,35,1,1,1,1,1,1,1
50,72,34,31,1,1,0,0,1,1,2
51,91,48,38,1,1,0,0,1,1,1
52,72,57,41,1,1,1,1,1,1,4
53,80,69,42,1,1,1,1,1,1,1
54,102,70,66,1,1,1,1,1,1,2
55,117,49,36,1,1,0,0,1,1,1
56,90,36,32,1,1,0,0,1,1,2
57,95,73,30,1,1,0,0,0,0,1
58,70,69,28,1,1,0,0,0,0,1
59,91,28,25,1,1,0,0,1,1,1
60,109,66,65,1,1,1,1,1,1,1
61,113,47,44,1,1,0,0,1,1,1
62,95,75,72,1,1,1,1,1,1,2
63,63,56,52,1,1,1,1,1,1,2
64,97,54,30,1,1,0,0,1,1,1
65,101,50,37,1,1,0,0,1,1,2
66,89,55,47,1,1,1,1,1,1,1
67,96,38,31,1,1,0,0,1,1,1
68,88,48,33,1,1,0,0,1,1,4
69,94,54,37,1,1,0,0,1,1,3
70,67,45,31,1,1,0,0,1,1,1
71,92,74,43,1,1,0,0,1,1,3
72,106,78,29,1,1,0,0,0,0,1
73,101,92,36,1,1,0,0,0,0,1
74,82,78,46,1,1,1,1,1,1,1
75,84,57,52,1,1,1,1,1,1,1
76,82,73,73,1,1,1,1,1,1,1
77,80,69,43,1,1,1,1,1,1,1
78,79,70,34,1,1,0,0,0,0,1
79,116,86,64,1,1,1,1,1,1,1
