ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,87,45,32,1,1,0,0,1,1,5
1,84,63,46,1,1,1,1,1,1,3
2,84,67,44,1,1,1,1,1,1,3
3,76,55,30,1,1,0,0,1,1,3
4,87,78,61,1,1,1,1,1,1,2
5,115,77,53,1,1,0,0,1,1,2
6,78,72,51,1,1,1,1,1,1,3
7,93,91,62,1,1,1,1,1,1,4
8,48,41,40,1,1,1,1,1,1,5
9,92,82,53,1,1,1,1,1,1,1
10,102,69,54,1,1,1,1,1,1,3
11,80,52,34,1,1,0,0,1,1,1
12,90,71,60,1,1,1,1,1,1,2
13,66,43,42,1,1,1,1,1,1,1
14,73,58,52,1,1,1,1,1,1,2
15,66,66,26,1,1,0,0,0,0,2
16,91,40,28,1,1,0,0,1,1,4
17,72,34,33,1,1,0,0,1,1,4
18,120,98,74,1,1,1,1,1,1,6
19,68,56,43,1,1,1,1,1,1,2
20,84,68,57,1,1,1,1,1,1,5
21,90,78,74,1,1,1,1,1,1,2
22,98,67,25,1,1,0,0,0,0,5
23,81,41,35,1,1,0,0,1,1,1
24,85,44,42,1,1,0,0,1,1,2
25,100,83,40,1,1,0,0,0,0,3
26,104,34,27,1,1,0,0,1,1,1
27,37,30,25,1,1,1,1,1,1,4
28,115,98,63,1,1,1,1,1,1,1
29,66,54,30,1,1,0,0,1,1,3
30,62,36,26,1,1,0,0,1,1,2
31,67,39,39,1,1,1,1,1,1,2
32,119,39,27,1,1,0,0,1,1,5
33,95,40,20,1,1,0,0,0,0,4
34,88,85,80,1,1,1,1,1,1,3
35,84,63,57,1,1,1,1,1,1,4
36,110,74,32,1,1,0,0,0,0,3
37,73,33,26,1,1,0,0,1,1,1
38,98,93,20,1,1,0,0,0,0,3
39,81,67,37,1,1,0,0,1,1,4
