ID,X,Y,Z,ROTATIONS,COPIES
0,96,82,63,63,1
1,74,63,59,63,2
2,86,60,43,51,2
3,90,67,57,63,1
4,97,91,80,63,4
5,116,61,28,3,4
6,86,41,35,51,2
7,67,44,26,51,2
8,115,79,31,3,1
9,62,59,46,63,2
10,49,41,39,63,2
11,55,48,33,63,2
12,113,89,63,63,2
13,49,36,33,63,4
14,71,63,54,63,3
15,62,58,21,3,2
16,85,75,34,3,2
17,64,61,50,63,2
18,73,53,48,63,3
19,57,53,47,63,2
20,70,50,22,3,2
21,71,47,40,63,1
22,117,38,21,51,1
23,83,38,30,51,1
24,84,71,66,63,2
25,66,44,38,63,2
26,66,56,45,63,2
27,74,70,68,63,2
28,105,64,27,3,2
29,71,59,31,51,1
30,70,61,21,3,1
31,98,90,24,3,1
32,99,74,51,63,1
33,90,54,44,51,1
34,81,79,56,63,2
35,111,94,66,63,2
36,82,67,41,51,1
37,117,86,21,3,1
38,86,58,53,63,2
39,74,46,30,51,1
40,90,46,37,51,1
41,80,74,35,3,2
42,72,72,36,3,1
43,80,55,34,51,1
44,80,68,40,51,1
45,72,43,41,63,1
46,115,69,44,51,3
47,70,62,31,3,2
48,74,67,37,51,2
49,43,34,29,63,5
50,84,62,45,63,1
51,80,60,43,63,1
52,80,52,33,51,1
53,83,73,54,63,3
54,98,77,56,63,3
55,60,42,35,63,2
56,67,55,28,51,3
57,63,45,25,51,2
58,94,74,55,63,1
59,98,77,72,63,2
60,104,75,48,51,2
61,76,68,54,63,3
62,76,52,34,51,2
63,93,64,37,51,1
64,82,43,29,51,4
65,61,38,32,63,1
66,45,44,25,63,2
67,106,76,47,51,2
68,90,43,30,51,4
69,55,52,32,63,2
