ID,X,Y,Z,ROTATIONS,COPIES
0,43,40,39,63,3
1,97,76,40,51,7
2,67,63,47,63,3
3,98,57,38,51,1
4,73,71,27,3,3
5,66,56,41,63,1
6,82,75,72,63,1
7,93,71,43,51,2
8,95,35,28,51,4
9,88,72,68,63,4
10,88,85,35,3,3
11,100,83,69,63,2
12,74,30,27,51,2
13,82,64,61,63,4
14,63,38,32,63,3
15,108,97,70,63,4
16,87,72,53,63,2
17,107,75,24,3,1
18,101,31,30,51,2
19,86,56,23,3,2
20,90,36,33,51,3
21,70,60,34,51,2
22,76,66,51,63,1
23,75,52,33,51,2
24,103,64,29,3,2
25,108,90,36,3,4
26,77,45,28,51,3
27,96,75,66,63,4
28,63,38,29,51,4
29,107,85,31,3,7
30,106,57,33,51,4
31,72,69,50,63,4
32,116,83,24,3,1
33,94,52,34,51,3
34,96,65,33,51,5
35,76,72,66,63,5
36,64,60,35,63,4
37,44,38,26,63,6
38,86,63,52,63,2
39,107,55,44,51,5
