ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,86,79,69,1,1,1,1,1,1,2
1,53,46,31,1,1,1,1,1,1,2
2,96,51,37,1,1,0,0,1,1,2
3,119,55,54,1,1,0,0,1,1,2
4,77,74,37,1,1,0,0,0,0,2
5,96,73,24,1,1,0,0,0,0,1
6,75,67,54,1,1,1,1,1,1,1
7,88,71,61,1,1,1,1,1,1,1
8,120,93,46,1,1,0,0,0,0,4
9,104,70,69,1,1,1,1,1,1,1
10,72,69,61,1,1,1,1,1,1,3
11,68,51,43,1,1,1,1,1,1,3
12,118,71,53,1,1,0,0,1,1,3
13,78,57,54,1,1,1,1,1,1,3
14,72,67,22,1,1,0,0,0,0,3
15,84,82,34,1,1,0,0,0,0,2
16,74,72,33,1,1,0,0,0,0,6
17,48,37,36,1,1,1,1,1,1,1
18,69,57,36,1,1,1,1,1,1,2
19,109,68,59,1,1,1,1,1,1,1
20,92,45,37,1,1,0,0,1,1,1
21,83,74,47,1,1,1,1,1,1,2
22,47,38,27,1,1,1,1,1,1,2
23,100,59,50,1,1,0,0,1,1,4
24,106,80,67,1,1,1,1,1,1,3
25,98,60,49,1,1,0,0,1,1,2
26,99,64,60,1,1,1,1,1,1,2
27,87,75,35,1,1,0,0,0,0,2
28,105,81,43,1,1,0,0,1,1,1
29,88,85,49,1,1,1,1,1,1,2
30,51,48,22,1,1,0,0,0,0,1
31,99,37,26,1,1,0,0,1,1,4
32,112,73,61,1,1,1,1,1,1,3
33,111,58,41,1,1,0,0,1,1,1
34,73,58,54,1,1,1,1,1,1,4
35,69,50,49,1,1,1,1,1,1,7
36,100,89,20,1,1,0,0,0,0,4
37,94,56,38,1,1,0,0,1,1,5
38,83,52,40,1,1,0,0,1,1,2
39,60,59,39,1,1,1,1,1,1,2
40,84,61,36,1,1,0,0,1,1,2
41,80,76,42,1,1,1,1,1,1,2
42,79,76,30,1,1,0,0,0,0,1
43,71,66,31,1,1,0,0,0,0,3
44,65,62,23,1,1,0,0,0,0,3
45,98,92,52,1,1,1,1,1,1,3
46,44,40,28,1,1,1,1,1,1,2
47,81,65,57,1,1,1,1,1,1,1
48,91,69,68,1,1,1,1,1,1,1
49,111,57,39,1,1,0,0,1,1,3
