ID,X,Y,Z,ROTATIONS,COPIES
0,78,59,54,63,2
1,120,52,20,3,4
2,100,67,54,63,4
3,91,59,37,51,3
4,112,57,56,51,4
5,88,46,34,51,2
6,108,78,53,51,2
7,100,48,29,51,3
8,89,88,21,3,3
9,90,40,21,51,5
10,89,37,36,51,1
11,62,53,20,3,6
12,116,48,40,51,2
13,64,49,32,51,2
14,63,56,41,63,2
15,76,75,70,63,5
16,100,81,59,63,3
17,102,95,74,63,5
18,66,56,50,63,1
19,58,33,22,51,3
20,84,53,52,63,1
21,109,63,27,3,2
22,101,32,31,51,3
23,77,72,61,63,2
24,77,72,62,63,1
25,115,78,75,63,2
26,55,35,34,63,3
27,107,72,57,63,4
28,74,58,50,63,1
29,77,63,57,63,1
30,83,42,32,51,4
31,99,55,25,3,3
32,61,53,48,63,2
33,119,57,57,51,3
34,87,67,35,51,2
35,71,48,39,63,2
36,73,56,44,63,1
37,73,71,41,63,1
38,74,64,24,3,1
39,100,71,55,63,2
40,102,73,54,63,1
41,115,58,37,51,3
42,69,65,34,51,2
43,70,63,25,3,2
44,57,34,21,51,2
45,116,48,29,51,1
46,65,54,52,63,2
47,52,48,34,63,3
48,118,71,58,51,3
49,89,48,37,51,2
