HopperT7a.txt
199
199
200 97
1	1	9	9	
2	1	31	5	
3	1	16	16	
4	1	7	23	
5	1	10	12	
6	1	2	5	
7	1	4	5	
8	1	10	5	
9	1	7	18	
10	1	7	5	
11	1	10	3	
12	1	7	17	
13	1	8	46	
14	1	7	23	
15	1	14	4	
16	1	26	27	
17	1	12	24	
18	1	14	16	
19	1	18	18	
20	1	15	9	
21	1	19	9	
22	1	4	5	
23	1	35	21	
24	1	7	23	
25	1	30	24	
26	1	8	3	
27	1	16	28	
28	1	10	4	
29	1	30	5	
30	1	4	13	
31	1	16	12	
32	1	7	13	
33	1	12	9	
34	1	6	15	
35	1	16	9	
36	1	1	6	
37	1	12	21	
38	1	7	16	
39	1	12	30	
40	1	8	11	
41	1	18	7	
42	1	17	13	
43	1	4	2	
44	1	6	3	
45	1	4	24	
46	1	6	33	
47	1	10	8	
48	1	5	5	
49	1	9	2	
50	1	8	40	
51	1	10	6	
52	1	11	7	
53	1	9	16	
54	1	8	22	
55	1	19	6	
56	1	44	13	
57	1	19	3	
58	1	14	27	
59	1	6	32	
60	1	5	23	
61	1	9	3	
62	1	4	12	
63	1	4	4	
64	1	5	13	
65	1	16	7	
66	1	18	39	
67	1	11	17	
68	1	11	11	
69	1	2	12	
70	1	16	5	
71	1	4	7	
72	1	7	6	
73	1	18	6	
74	1	8	6	
75	1	6	5	
76	1	3	3	
77	1	17	19	
78	1	35	17	
79	1	3	9	
80	1	7	5	
81	1	2	12	
82	1	8	27	
83	1	5	28	
84	1	31	13	
85	1	3	19	
86	1	21	21	
87	1	67	16	
88	1	12	5	
89	1	41	8	
90	1	11	23	
91	1	9	5	
92	1	13	16	
93	1	48	7	
94	1	16	21	
95	1	17	60	
96	1	8	24	
97	1	7	17	
98	1	12	8	
99	1	97	19	
100	1	20	7	
101	1	10	25	
102	1	3	1	
103	1	5	2	
104	1	8	4	
105	1	4	22	
106	1	13	8	
107	1	22	12	
108	1	19	13	
109	1	13	5	
110	1	11	11	
111	1	4	18	
112	1	15	11	
113	1	35	6	
114	1	17	19	
115	1	15	29	
116	1	26	7	
117	1	23	31	
118	1	4	9	
119	1	4	16	
120	1	41	12	
121	1	62	9	
122	1	3	1	
123	1	18	32	
124	1	8	30	
125	1	6	9	
126	1	8	18	
127	1	14	9	
128	1	1	7	
129	1	7	19	
130	1	34	28	
131	1	7	10	
132	1	8	4	
133	1	12	76	
134	1	11	17	
135	1	1	3	
136	1	39	32	
137	1	5	5	
138	1	4	5	
139	1	9	7	
140	1	39	9	
141	1	4	5	
142	1	5	12	
143	1	50	10	
144	1	12	10	
145	1	7	12	
146	1	47	9	
147	1	13	6	
148	1	7	12	
149	1	7	29	
150	1	28	19	
151	1	4	18	
152	1	14	6	
153	1	8	27	
154	1	13	9	
155	1	26	11	
156	1	3	3	
157	1	6	7	
158	1	7	21	
159	1	11	2	
160	1	45	43	
161	1	6	18	
162	1	5	19	
163	1	9	43	
164	1	3	12	
165	1	5	23	
166	1	19	7	
167	1	2	3	
168	1	13	9	
169	1	21	13	
170	1	6	5	
171	1	8	4	
172	1	1	5	
173	1	14	5	
174	1	9	9	
175	1	8	17	
176	1	22	6	
177	1	22	4	
178	1	7	17	
179	1	47	9	
180	1	7	23	
181	1	3	21	
182	1	9	41	
183	1	7	8	
184	1	7	11	
185	1	11	18	
186	1	20	8	
187	1	12	7	
188	1	4	12	
189	1	5	16	
190	1	5	5	
191	1	6	39	
192	1	19	16	
193	1	37	13	
194	1	4	5	
195	1	15	9	
196	1	11	5	
197	1	4	17	
198	1	5	5	
199	1	7	3	
