HopperT6d.txt
97
97
200 116
1	1	6	13	
2	1	20	6	
3	1	35	24	
4	1	7	22	
5	1	12	47	
6	1	24	50	
7	1	21	5	
8	1	14	36	
9	1	5	18	
10	1	56	22	
11	1	21	7	
12	1	5	8	
13	1	3	18	
14	1	22	7	
15	1	7	15	
16	1	10	2	
17	1	9	56	
18	1	3	8	
19	1	15	55	
20	1	12	11	
21	1	7	35	
22	1	42	30	
23	1	7	11	
24	1	46	8	
25	1	15	18	
26	1	25	4	
27	1	64	22	
28	1	11	14	
29	1	11	7	
30	1	8	12	
31	1	20	31	
32	1	15	28	
33	1	75	12	
34	1	7	33	
35	1	6	14	
36	1	16	29	
37	1	56	13	
38	1	1	4	
39	1	49	23	
40	1	4	4	
41	1	29	37	
42	1	24	4	
43	1	4	2	
44	1	9	5	
45	1	21	20	
46	1	55	21	
47	1	15	3	
48	1	11	8	
49	1	2	7	
50	1	35	9	
51	1	12	36	
52	1	3	5	
53	1	14	4	
54	1	33	7	
55	1	5	4	
56	1	22	6	
57	1	116	18	
58	1	12	11	
59	1	4	13	
60	1	34	13	
61	1	1	6	
62	1	10	14	
63	1	9	13	
64	1	8	27	
65	1	17	65	
66	1	19	56	
67	1	8	22	
68	1	10	13	
69	1	9	47	
70	1	1	5	
71	1	4	14	
72	1	27	12	
73	1	21	19	
74	1	2	2	
75	1	5	6	
76	1	7	12	
77	1	12	5	
78	1	11	4	
79	1	11	7	
80	1	94	27	
81	1	27	41	
82	1	14	16	
83	1	2	10	
84	1	21	11	
85	1	5	28	
86	1	25	23	
87	1	20	7	
88	1	11	35	
89	1	60	10	
90	1	10	2	
91	1	68	16	
92	1	102	34	
93	1	2	8	
94	1	25	4	
95	1	16	110	
96	1	18	4	
97	1	41	16	
