HopperT7e.txt
199
199
200 75
1	1	17	21	
2	1	66	10	
3	1	10	62	
4	1	17	10	
5	1	10	11	
6	1	9	18	
7	1	3	5	
8	1	18	10	
9	1	8	29	
10	1	8	11	
11	1	28	13	
12	1	13	9	
13	1	6	12	
14	1	4	9	
15	1	7	6	
16	1	11	10	
17	1	7	13	
18	1	24	4	
19	1	11	60	
20	1	4	2	
21	1	27	5	
22	1	14	30	
23	1	6	9	
24	1	9	5	
25	1	8	29	
26	1	15	10	
27	1	21	4	
28	1	26	10	
29	1	3	4	
30	1	2	12	
31	1	53	10	
32	1	19	27	
33	1	27	4	
34	1	5	4	
35	1	6	6	
36	1	20	11	
37	1	31	9	
38	1	9	9	
39	1	24	16	
40	1	13	9	
41	1	5	33	
42	1	5	9	
43	1	5	3	
44	1	14	29	
45	1	5	9	
46	1	3	10	
47	1	6	7	
48	1	12	14	
49	1	8	21	
50	1	19	9	
51	1	28	11	
52	1	6	4	
53	1	37	9	
54	1	38	7	
55	1	8	11	
56	1	8	5	
57	1	12	19	
58	1	18	30	
59	1	15	8	
60	1	8	21	
61	1	10	10	
62	1	14	7	
63	1	24	8	
64	1	13	24	
65	1	28	5	
66	1	3	12	
67	1	15	9	
68	1	19	24	
69	1	5	5	
70	1	28	4	
71	1	21	8	
72	1	11	6	
73	1	9	14	
74	1	7	13	
75	1	15	7	
76	1	2	12	
77	1	10	3	
78	1	9	9	
79	1	8	6	
80	1	27	11	
81	1	31	6	
82	1	17	75	
83	1	14	3	
84	1	15	9	
85	1	4	11	
86	1	44	9	
87	1	38	12	
88	1	20	3	
89	1	9	9	
90	1	12	7	
91	1	9	17	
92	1	21	3	
93	1	3	19	
94	1	34	9	
95	1	19	10	
96	1	71	15	
97	1	26	9	
98	1	8	6	
99	1	11	18	
100	1	4	7	
101	1	2	5	
102	1	14	33	
103	1	11	9	
104	1	53	13	
105	1	16	14	
106	1	31	10	
107	1	10	6	
108	1	13	8	
109	1	17	59	
110	1	15	12	
111	1	69	15	
112	1	6	2	
113	1	10	24	
114	1	21	9	
115	1	21	10	
116	1	12	12	
117	1	13	62	
118	1	4	15	
119	1	3	2	
120	1	4	2	
121	1	9	9	
122	1	9	12	
123	1	15	4	
124	1	6	25	
125	1	13	15	
126	1	10	58	
127	1	35	9	
128	1	19	6	
129	1	27	5	
130	1	4	9	
131	1	3	17	
132	1	9	18	
133	1	14	20	
134	1	13	28	
135	1	8	17	
136	1	8	33	
137	1	12	2	
138	1	19	7	
139	1	9	9	
140	1	17	12	
141	1	58	15	
142	1	15	7	
143	1	9	15	
144	1	21	15	
145	1	14	4	
146	1	7	17	
147	1	4	16	
148	1	3	11	
149	1	3	9	
150	1	36	21	
151	1	9	60	
152	1	8	5	
153	1	3	10	
154	1	21	11	
155	1	8	11	
156	1	15	16	
157	1	17	16	
158	1	17	11	
159	1	7	4	
160	1	5	28	
161	1	14	9	
162	1	9	11	
163	1	10	41	
164	1	9	29	
165	1	5	14	
166	1	17	5	
167	1	11	3	
168	1	58	9	
169	1	10	17	
170	1	51	18	
171	1	4	15	
172	1	7	37	
173	1	13	2	
174	1	28	6	
175	1	13	9	
176	1	8	8	
177	1	10	24	
178	1	3	9	
179	1	4	16	
180	1	26	6	
181	1	11	15	
182	1	13	29	
183	1	24	5	
184	1	8	50	
185	1	7	7	
186	1	9	11	
187	1	15	8	
188	1	8	25	
189	1	4	5	
190	1	12	7	
191	1	4	15	
192	1	6	4	
193	1	20	11	
194	1	11	14	
195	1	37	26	
196	1	10	10	
197	1	3	11	
198	1	17	19	
199	1	2	4	
