HopperT6b.txt
97
97
200 117
1	1	3	1	
2	1	25	8	
3	1	31	9	
4	1	4	15	
5	1	7	28	
6	1	21	6	
7	1	8	27	
8	1	13	4	
9	1	2	4	
10	1	38	22	
11	1	10	30	
12	1	10	7	
13	1	26	7	
14	1	30	5	
15	1	41	18	
16	1	5	7	
17	1	32	29	
18	1	14	4	
19	1	19	3	
20	1	11	35	
21	1	19	47	
22	1	27	32	
23	1	10	24	
24	1	3	13	
25	1	10	23	
26	1	9	2	
27	1	4	8	
28	1	12	7	
29	1	40	20	
30	1	45	10	
31	1	8	26	
32	1	11	9	
33	1	13	5	
34	1	6	8	
35	1	9	5	
36	1	8	9	
37	1	9	16	
38	1	12	13	
39	1	8	29	
40	1	14	3	
41	1	21	6	
42	1	5	14	
43	1	18	13	
44	1	20	117	
45	1	7	9	
46	1	18	20	
47	1	11	31	
48	1	50	18	
49	1	40	14	
50	1	70	23	
51	1	24	19	
52	1	5	22	
53	1	17	26	
54	1	25	18	
55	1	21	8	
56	1	14	20	
57	1	59	23	
58	1	18	16	
59	1	25	24	
60	1	11	7	
61	1	57	25	
62	1	16	5	
63	1	7	37	
64	1	41	41	
65	1	8	49	
66	1	7	2	
67	1	6	6	
68	1	25	7	
69	1	9	25	
70	1	7	40	
71	1	46	7	
72	1	14	6	
73	1	70	23	
74	1	59	12	
75	1	5	6	
76	1	7	36	
77	1	14	7	
78	1	73	28	
79	1	12	2	
80	1	12	6	
81	1	13	20	
82	1	6	15	
83	1	6	20	
84	1	22	59	
85	1	29	65	
86	1	23	4	
87	1	20	24	
88	1	86	14	
89	1	22	62	
90	1	18	11	
91	1	8	37	
92	1	1	4	
93	1	3	4	
94	1	18	69	
95	1	14	4	
96	1	5	7	
97	1	57	19	
