ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2655,45,59,1
1,3996,74,54,1
2,2312,34,68,1
3,1189,29,41,4
4,1652,59,28,2
5,2108,68,31,3
6,2184,56,39,1
7,2064,43,48,1
8,2450,50,49,1
9,2520,63,40,2
10,3392,53,64,1
11,1271,41,31,4
12,1400,25,56,4
13,3640,52,70,1
14,2496,48,52,2
15,1702,46,37,1
16,1593,27,59,2
17,2024,46,44,2
18,2385,53,45,2
19,3900,65,60,1
20,1280,32,40,6
21,1927,41,47,1
22,2688,64,42,2
23,2170,35,62,2
24,3180,60,53,1
25,3294,54,61,1
26,1829,31,59,2
27,2146,37,58,2
28,4824,72,67,1
29,2556,36,71,1
