ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1521,39,39,4
1,1914,29,66,2
2,3692,52,71,1
3,1500,60,25,1
4,2912,52,56,1
5,1674,54,31,2
6,4095,65,63,1
7,1512,56,27,3
8,1876,28,67,2
9,2601,51,51,1
10,2592,36,72,1
11,2701,73,37,1
12,2337,57,41,1
13,2100,70,30,3
14,2160,72,30,3
15,2508,38,66,2
16,1248,39,32,4
17,1600,50,32,4
18,2021,47,43,4
19,3540,60,59,1
20,4761,69,69,1
21,1961,53,37,2
22,1161,27,43,6
23,2442,33,74,1
24,3233,53,61,1
25,4218,57,74,1
26,1920,60,32,1
27,2752,64,43,1
28,4140,60,69,1
29,2150,50,43,4
