ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1392,48,29,2
1,1650,25,66,4
2,1428,34,42,3
3,2262,39,58,2
4,1392,48,29,6
5,1920,30,64,3
6,1846,26,71,2
7,2914,47,62,2
8,1792,32,56,3
9,2808,39,72,1
10,3264,48,68,1
11,1392,29,48,5
12,2080,52,40,2
13,2378,58,41,1
14,2255,41,55,2
15,2385,53,45,2
16,1505,43,35,3
17,2610,58,45,2
18,4225,65,65,1
19,3224,62,52,1
20,4514,61,74,1
21,1536,32,48,6
22,2738,74,37,1
23,1804,44,41,3
24,1647,27,61,3
25,4087,61,67,1
26,2014,53,38,2
27,2668,46,58,2
28,1395,31,45,5
29,1230,41,30,1
