        30       100       100
      1742        67        26         1
      2250        45        50         2
      2940        60        49         2
      3536        68        52         1
      1643        31        53         1
      1254        33        38         4
      2940        70        42         2
      2448        48        51         1
      3087        49        63         2
      3816        53        72         1
      2436        58        42         2
      2201        71        31         1
      2808        54        52         1
      4662        63        74         1
      2170        31        70         3
      2814        42        67         1
      1628        44        37         4
      1932        69        28         1
      3283        67        49         1
      1984        31        64         2
      1804        44        41         4
      3990        57        70         1
      1590        53        30         3
      2756        53        52         1
      1728        54        32         1
      3024        63        48         2
      1008        36        28         3
      2485        35        71         1
      2035        55        37         2
       837        27        31         4
