        30       100       100
      2482        34        73         1
      4757        71        67         1
      1435        41        35         2
      2646        63        42         1
      1040        26        40         2
      1015        29        35         6
      3575        55        65         1
      3363        59        57         1
      3384        72        47         2
      3300        60        55         1
       975        25        39         6
      3016        52        58         1
      3876        68        57         1
       900        36        25         4
      1860        31        60         1
      1960        40        49         2
      4088        73        56         1
      2736        57        48         2
      2244        34        66         1
      3404        74        46         1
      1170        26        45         2
      2380        70        34         2
      1155        33        35         2
      3456        48        72         2
      1586        26        61         1
      1496        44        34         3
      1950        65        30         3
      3283        67        49         1
      1394        34        41         2
      1836        51        36         2
