        30       100       100
      2655        45        59         1
      3996        74        54         1
      2312        34        68         1
      1189        29        41         4
      1652        59        28         2
      2108        68        31         3
      2184        56        39         1
      2064        43        48         1
      2450        50        49         1
      2520        63        40         2
      3392        53        64         1
      1271        41        31         4
      1400        25        56         4
      3640        52        70         1
      2496        48        52         2
      1702        46        37         1
      1593        27        59         2
      2024        46        44         2
      2385        53        45         2
      3900        65        60         1
      1280        32        40         6
      1927        41        47         1
      2688        64        42         2
      2170        35        62         2
      3180        60        53         1
      3294        54        61         1
      1829        31        59         2
      2146        37        58         2
      4824        72        67         1
      2556        36        71         1
