        30       100       100
      1392        48        29         2
      1650        25        66         4
      1428        34        42         3
      2262        39        58         2
      1392        48        29         6
      1920        30        64         3
      1846        26        71         2
      2914        47        62         2
      1792        32        56         3
      2808        39        72         1
      3264        48        68         1
      1392        29        48         5
      2080        52        40         2
      2378        58        41         1
      2255        41        55         2
      2385        53        45         2
      1505        43        35         3
      2610        58        45         2
      4225        65        65         1
      3224        62        52         1
      4514        61        74         1
      1536        32        48         6
      2738        74        37         1
      1804        44        41         3
      1647        27        61         3
      4087        61        67         1
      2014        53        38         2
      2668        46        58         2
      1395        31        45         5
      1230        41        30         1
