        30       100       100
       435        15        29        18
       992        31        32         3
       693        33        21         1
      1426        46        31         1
       957        29        33         1
       850        34        25         7
      1480        40        37         3
       615        15        41        10
       493        29        17        11
       690        23        30         1
       880        44        20         9
       861        21        41         1
       700        25        28         6
       574        41        14         9
       992        31        32         2
      1170        45        26         5
      1204        28        43         1
       330        11        30        17
       440        11        40        14
       812        29        28         3
      1161        43        27         5
       704        16        44         3
       644        23        28         6
       160        10        16        27
       357        17        21        20
       897        23        39         1
      1015        29        35         1
       900        30        30         9
       288        24        12        29
       690        46        15         2
