        30       100       100
      1845        45        41         1
       200        20        10        10
       560        28        20         1
      1488        48        31         6
       924        44        21         5
       910        35        26         2
       504        42        12        13
       418        11        38         3
       625        25        25        16
      1419        33        43         2
      1833        47        39         3
      1189        41        29         1
       374        17        22        16
       760        20        38         7
      1794        39        46         3
      1824        48        38         1
      1720        40        43         3
       520        13        40        13
       198        18        11        36
       864        48        18         1
       204        17        12        20
       735        15        49         8
       688        16        43         6
       868        28        31         8
      1470        49        30         5
       165        15        11        34
      1034        47        22         8
       656        41        16         8
       120        10        12        15
      1320        33        40         6
