        30       100       100
      1232        28        44         6
       285        15        19        15
      1302        31        42         2
      1175        25        47         3
      1518        46        33         1
       646        19        34         3
       805        23        35         8
       325        13        25        23
       455        35        13        12
      1344        42        32         5
       609        21        29         7
      1215        45        27         6
      2058        42        49         1
      1178        31        38         6
      1176        49        24         2
       810        18        45        10
       414        23        18         4
      1360        34        40         2
       364        26        14        10
       350        25        14        21
       680        40        17         8
      1271        31        41         2
       992        32        31         4
       714        42        17         4
      1392        48        29         4
       368        16        23        22
      1476        41        36         2
       286        22        13        16
       336        14        24        26
      1178        38        31         1
