        30       100       100
       540        12        45         9
      2064        48        43         3
      1274        26        49         4
      1056        48        22         6
       684        38        18         4
       896        28        32         1
       348        12        29        21
      1794        39        46         2
       539        11        49        11
       546        42        13         4
       624        24        26        10
      1350        30        45         3
       377        13        29         3
       754        29        26         5
      1295        37        35         4
       528        16        33        18
       414        23        18        13
       930        30        31         9
       350        10        35         7
      1200        25        48         6
       264        12        22        24
       308        11        28        26
      1520        38        40         3
      1092        26        42         2
      1170        45        26         4
       156        13        12        20
       330        30        11        23
      1386        42        33         1
       882        21        42         2
      1551        47        33         3
