ID,WIDTH,HEIGHT,GROUP
0,4,3,0
1,3,39,1
2,3,3,2
3,3,13,2
4,3,4,2
5,9,5,3
6,3,6,3
7,4,3,3
8,11,3,4
9,7,3,4
10,5,3,5
11,3,4,6
12,4,5,7
13,4,4,7
14,3,3,7
15,3,35,7
16,4,4,8
17,4,9,8
18,3,5,9
19,3,3,9
20,3,5,9
21,3,4,9
22,4,5,10
23,19,6,11
24,3,5,12
25,4,15,13
26,10,5,14
27,3,3,15
28,3,5,16
29,3,8,17
30,3,3,18
31,4,3,19
32,4,32,20
33,3,5,21
34,3,3,22
35,3,3,23
36,12,23,24
37,6,5,25
38,5,3,26
39,4,5,27
40,8,4,28
41,3,8,29
42,4,5,30
43,4,4,31
44,3,5,31
45,4,3,32
46,3,3,33
47,18,4,33
48,47,4,34
49,3,3,35
50,5,5,36
51,3,3,37
52,15,50,38
53,5,3,39
54,4,3,40
55,3,40,40
56,24,4,40
57,3,20,40
58,3,5,40
59,4,3,40
60,6,54,40
61,3,14,41
62,4,5,42
63,3,3,42
64,3,5,42
65,3,4,43
66,19,17,43
67,3,4,44
68,3,4,44
69,4,9,44
70,5,3,45
71,28,11,46
72,3,10,46
73,16,5,47
74,3,5,48
75,4,3,49
76,9,5,50
77,3,4,50
78,4,3,51
79,5,5,52
80,44,35,52
81,47,7,52
82,8,3,52
83,7,3,53
84,4,4,54
85,28,5,55
86,4,4,56
87,8,7,56
88,4,5,56
89,9,4,56
90,10,3,57
91,12,27,57
92,5,3,58
93,4,28,58
94,10,5,58
95,22,4,58
96,5,3,59
97,4,3,59
98,28,7,59
99,3,54,59
