        20       100       100
       864        32        27         6
       891        27        33         1
      1378        53        26         2
      3658        59        62         1
      2829        41        69         1
      1763        41        43         2
      1540        35        44         3
      2077        31        67         1
      2009        49        41         3
      3080        70        44         1
      2750        55        50         2
      1534        26        59         2
      1222        26        47         5
      1700        50        34         2
      3060        45        68         2
      2622        69        38         2
      2535        39        65         2
      2016        32        63         3
      2574        66        39         2
      2774        73        38         1
