        20       100       100
      2624        41        64         2
      2242        38        59         1
      1768        26        68         3
      1943        67        29         3
      1482        26        57         1
      1625        25        65         4
      3233        61        53         1
      1323        27        49         5
      2485        35        71         2
      2184        39        56         1
      1408        44        32         2
      1392        48        29         2
      3200        50        64         2
      1080        30        36         3
      4964        73        68         1
      1344        28        48         1
      1225        25        49         5
      1508        58        26         1
      2590        37        70         2
      4087        67        61         1
