        20       100       100
      3358        46        73         1
       975        39        25         3
      1288        28        46         2
      1102        38        29         2
      4088        56        73         1
      2115        45        47         2
      1430        55        26         2
      4234        73        58         1
      2108        34        62         1
      2072        28        74         1
      1530        51        30         2
      1520        38        40         4
      1122        33        34         2
      3304        56        59         1
      1845        41        45         4
      2296        56        41         1
      1360        40        34         2
      3456        54        64         1
      1938        51        38         1
      1736        62        28         2
