        20       100       100
      4154        67        62         1
      3479        49        71         2
      1372        28        49         6
      1971        27        73         2
      3431        47        73         2
      3384        47        72         2
      2232        36        62         1
      1776        37        48         1
      2312        68        34         1
      3276        52        63         1
      2600        65        40         2
      4891        73        67         1
      2544        53        48         1
      2520        60        42         2
      2688        56        48         2
      5183        71        73         1
      3306        58        57         1
      1900        50        38         3
      1716        66        26         3
      1856        58        32         3
