ID,WIDTH,HEIGHT,GROUP
0,30,42,0
1,13,6,1
2,8,46,1
3,20,21,1
4,4,1,1
5,18,3,2
6,24,35,2
7,12,8,2
8,27,8,3
9,28,15,4
10,36,14,5
11,4,18,5
12,50,24,5
13,21,55,6
14,8,5,7
15,6,22,7
16,12,7,8
17,6,20,9
18,13,4,10
19,18,116,11
20,4,25,11
21,11,12,11
22,34,102,12
23,2,4,12
24,16,41,13
25,16,68,14
26,2,2,14
27,10,2,15
28,23,49,15
29,110,16,15
30,4,24,16
31,8,11,16
32,14,6,16
33,56,9,16
34,6,1,16
35,13,9,17
36,7,11,18
37,12,27,19
38,65,17,20
39,10,60,21
40,13,10,22
41,4,14,23
42,14,4,23
43,2,10,24
44,29,16,25
45,11,7,26
46,5,9,26
47,19,21,26
48,5,12,26
49,28,5,27
50,14,11,27
51,18,15,28
52,37,29,29
53,4,11,29
54,7,2,30
55,4,25,31
56,7,22,31
57,47,9,31
58,31,20,32
59,12,75,33
60,15,7,33
61,2,10,34
62,22,7,35
63,23,25,35
64,7,11,36
65,33,7,36
66,6,5,37
67,16,14,37
68,13,34,37
69,35,11,38
70,35,7,38
71,36,12,38
72,22,56,39
73,5,3,39
74,8,3,39
75,5,1,40
76,41,27,41
77,4,5,42
78,11,12,43
79,22,8,43
80,8,2,44
81,47,12,44
82,7,33,45
83,18,5,46
84,55,15,47
85,13,56,48
86,3,15,48
87,56,19,49
88,7,21,50
89,7,20,51
90,14,10,51
91,4,4,52
92,22,64,53
93,11,21,54
94,27,94,55
95,5,21,56
96,9,35,57
