ID,WIDTH,HEIGHT,GROUP
0,2,3,0
1,8,34,0
2,2,13,0
3,31,17,0
4,17,57,0
5,4,21,1
6,10,34,2
7,15,31,3
8,7,11,3
9,11,23,4
10,18,22,5
11,20,56,5
12,6,10,6
13,40,73,7
14,12,15,8
15,8,40,9
16,4,27,10
17,13,35,10
18,7,12,10
19,15,81,11
20,11,4,11
21,55,12,12
22,30,27,12
23,24,76,13
24,16,30,13
25,29,20,14
26,42,11,14
27,36,7,15
28,64,17,15
29,20,58,15
30,63,12,15
31,9,26,16
32,16,27,16
33,15,7,17
34,25,74,18
35,4,1,19
36,7,45,20
37,97,16,21
38,17,23,22
39,32,32,23
40,27,13,23
41,17,11,24
42,28,14,25
43,20,18,25
44,16,41,26
45,25,19,27
46,24,10,27
47,7,31,27
48,20,8,28
49,52,14,29
50,34,9,29
51,82,14,29
52,12,11,30
53,13,39,30
54,18,22,30
55,18,43,31
56,14,35,31
57,11,53,31
58,9,30,32
59,1,3,33
60,11,12,34
61,12,3,35
62,47,68,36
63,9,42,36
64,38,19,37
65,33,5,37
66,12,26,37
67,20,30,38
68,43,14,39
69,52,17,40
70,25,4,41
71,11,23,42
72,23,15,42
