ID,WIDTH,HEIGHT,GROUP
0,27,8,0
1,13,3,0
2,4,3,1
3,15,4,1
4,5,16,1
5,9,8,2
6,18,50,3
7,9,7,3
8,7,5,4
9,22,5,4
10,29,32,5
11,23,70,6
12,49,8,7
13,8,25,8
14,2,12,8
15,10,45,9
16,24,20,10
17,40,7,10
18,20,18,11
19,7,12,12
20,2,7,12
21,5,9,13
22,14,40,13
23,4,23,13
24,14,5,13
25,20,13,14
26,11,18,15
27,7,26,16
28,8,4,17
29,6,21,17
30,2,9,18
31,9,11,19
32,24,25,20
33,24,10,21
34,6,12,22
35,23,59,22
36,8,6,23
37,8,21,24
38,7,5,25
39,20,14,26
40,13,18,27
41,20,6,28
42,6,21,28
43,23,10,29
44,32,27,29
45,4,14,30
46,1,3,30
47,30,10,31
48,25,57,32
49,37,7,33
50,69,18,33
51,15,6,34
52,26,17,34
53,37,8,35
54,28,7,36
55,20,40,37
56,6,6,37
57,62,22,38
58,26,8,39
59,19,24,39
60,41,41,40
61,35,11,41
62,47,19,41
63,117,20,41
64,4,1,42
65,28,73,42
66,7,25,43
67,36,7,43
68,31,11,44
69,29,8,45
70,4,14,46
71,16,9,46
72,7,11,47
73,18,25,48
74,4,2,49
75,18,41,49
76,7,46,50
77,22,38,51
78,5,30,51
79,7,10,52
80,16,18,52
81,25,9,52
82,65,29,53
83,6,5,53
84,7,14,53
85,4,13,54
86,12,59,54
87,19,57,54
88,14,86,54
89,13,12,55
90,5,13,55
91,59,22,56
92,3,14,56
93,23,70,56
94,9,31,57
95,3,19,57
96,6,14,57
