ID,WIDTH,HEIGHT,GROUP
0,21,7,0
1,5,12,1
2,8,12,2
3,13,21,2
4,2,11,2
5,11,15,2
6,1,3,2
7,6,8,3
8,39,6,4
9,23,5,5
10,19,17,5
11,8,41,6
12,5,2,7
13,5,10,7
14,2,4,8
15,3,19,9
16,39,18,9
17,21,3,10
18,12,3,11
19,27,26,12
20,24,8,12
21,9,12,12
22,18,11,13
23,12,2,13
24,6,18,14
25,5,4,15
26,18,6,15
27,21,16,15
28,13,17,16
29,16,13,17
30,5,31,17
31,7,48,17
32,23,11,18
33,7,16,19
34,9,62,20
35,8,10,21
36,32,18,22
37,3,10,22
38,17,7,22
39,15,6,23
40,30,8,24
41,7,18,24
42,12,5,24
43,6,13,25
44,4,8,25
45,13,19,26
46,16,7,27
47,9,16,28
48,16,19,29
49,6,22,30
50,5,5,31
51,11,8,32
52,9,6,32
53,5,30,33
54,12,41,34
55,24,4,34
56,5,9,35
57,24,30,35
58,9,47,35
59,16,67,35
60,13,4,36
61,27,8,36
62,16,16,37
63,10,7,37
64,17,11,38
65,23,7,38
66,3,7,39
67,19,28,40
68,12,16,41
69,21,12,42
70,5,5,43
71,5,6,44
72,22,4,45
73,6,7,46
74,5,7,47
75,7,9,48
76,9,4,48
77,19,97,48
78,23,7,49
79,76,12,50
80,32,6,51
81,32,39,52
82,28,34,52
83,3,2,52
84,21,21,52
85,4,14,53
86,7,12,54
87,12,4,54
88,1,3,55
89,13,44,56
90,17,8,57
91,3,8,58
92,19,7,59
93,28,16,60
94,43,9,61
95,18,18,62
96,9,15,63
97,5,5,64
98,25,10,65
99,17,35,66
100,6,19,67
101,6,14,68
102,9,14,69
103,5,11,70
104,5,4,71
105,19,5,71
106,5,5,71
107,8,13,71
108,16,5,71
109,3,3,72
110,5,13,72
111,7,4,73
112,3,3,74
113,7,6,74
114,9,13,75
115,12,2,75
116,22,8,75
117,18,7,76
118,46,8,77
119,11,11,78
120,4,8,78
121,17,7,78
122,7,19,79
123,12,7,79
124,43,45,80
125,6,10,81
126,12,10,82
127,29,15,82
128,9,13,82
129,7,26,82
130,6,1,83
131,12,22,84
132,5,16,84
133,24,12,84
134,5,6,85
135,17,4,85
136,18,4,85
137,3,1,85
138,19,3,86
139,9,3,86
140,19,17,87
141,16,9,88
142,9,19,88
143,23,5,89
144,41,9,89
145,11,26,89
146,23,7,90
147,9,47,90
148,8,20,91
149,7,20,92
150,6,35,93
151,12,4,93
152,9,9,94
153,17,7,94
154,18,4,94
155,11,11,95
156,16,14,95
157,5,1,96
158,60,17,96
159,13,31,97
160,5,7,97
161,7,11,97
162,13,7,97
163,33,6,97
164,5,14,97
165,5,4,98
166,4,8,98
167,18,8,98
168,17,11,99
169,4,4,99
170,28,5,99
171,21,35,100
172,27,8,101
173,9,9,102
174,2,9,103
175,29,7,104
176,11,7,105
177,5,4,106
178,7,1,107
179,3,9,108
180,4,10,108
181,5,4,109
182,16,4,110
183,2,5,110
184,23,7,111
185,3,6,112
186,9,15,113
187,9,39,114
188,13,5,114
189,4,22,114
190,40,8,115
191,13,37,115
192,8,7,115
193,31,23,115
194,10,12,116
195,12,7,116
196,30,12,117
197,10,50,117
198,27,14,118
