ID,WIDTH,HEIGHT,GROUP
0,9,8,0
1,11,4,1
2,49,8,2
3,31,7,3
4,9,15,4
5,35,23,5
6,81,21,6
7,23,86,6
8,9,3,7
9,4,8,7
10,34,6,7
11,20,28,7
12,18,10,8
13,8,47,9
14,14,35,10
15,7,23,11
16,33,22,12
17,27,12,12
18,14,59,12
19,5,19,13
20,21,41,14
21,5,23,15
22,37,9,16
23,79,16,17
24,26,7,18
25,18,16,19
26,4,9,20
27,16,24,21
28,58,20,22
29,3,13,22
30,9,31,22
31,15,21,23
32,5,16,23
33,90,30,24
34,42,11,25
35,3,2,26
36,65,13,26
37,17,58,27
38,23,4,27
39,61,22,28
40,39,23,29
41,27,49,29
42,42,10,30
43,69,27,30
44,12,32,31
45,13,88,32
46,1,5,32
47,4,23,33
48,19,14,34
49,91,14,34
50,4,11,35
51,42,11,35
52,9,3,35
53,4,21,36
54,8,23,36
55,10,3,36
56,28,96,36
57,54,12,37
58,14,60,37
59,30,9,37
60,13,5,38
61,19,49,39
62,10,18,39
63,4,2,39
64,18,55,40
65,23,68,40
66,30,9,40
67,25,9,41
68,5,20,41
69,30,19,41
70,9,12,41
71,18,29,41
72,51,8,42
