ID,WIDTH,HEIGHT,GROUP
0,15,72,0
1,58,29,1
2,11,7,2
3,64,14,3
4,9,61,3
5,27,23,3
6,55,52,3
7,16,3,3
8,49,86,4
9,26,20,4
10,7,18,5
11,12,6,5
12,31,12,5
13,26,31,5
14,14,41,6
15,33,17,7
16,18,74,8
17,18,20,8
18,16,63,9
19,5,10,9
20,10,30,10
21,25,77,11
22,5,12,11
23,50,41,12
24,17,33,12
25,23,18,13
26,26,4,14
27,27,53,15
28,59,19,16
29,23,11,17
30,48,23,18
31,15,8,19
32,37,57,20
33,38,21,20
34,28,71,20
35,32,9,20
36,6,11,21
37,21,18,22
38,34,51,23
39,4,8,23
40,23,4,23
41,29,26,24
42,45,11,25
43,12,4,25
44,57,15,26
45,54,10,27
46,93,20,28
47,24,13,28
48,20,20,28
