ID,WIDTH,HEIGHT,GROUP
0,16,26,0
1,4,4,1
2,8,12,1
3,30,7,2
4,22,47,3
5,18,16,3
6,26,13,4
7,23,31,5
8,15,64,6
9,30,8,7
10,18,14,8
11,43,34,9
12,61,13,10
13,39,25,11
14,5,6,12
15,7,3,13
16,11,29,13
17,19,21,13
18,66,25,14
19,18,14,14
20,8,3,14
21,8,16,15
22,30,56,15
23,14,17,16
24,27,26,17
25,6,10,18
26,28,65,19
27,21,17,19
28,57,37,20
29,6,19,20
30,18,3,20
31,7,28,21
32,36,91,21
33,4,7,21
34,5,15,21
35,25,6,22
36,37,6,22
37,7,6,23
38,22,12,24
39,19,9,25
40,8,13,25
41,6,19,25
42,10,16,26
43,11,8,27
44,18,78,28
45,14,4,28
46,16,13,28
47,46,13,29
48,2,7,30
49,8,14,31
50,16,5,32
51,22,9,33
52,9,50,33
53,12,46,34
54,30,51,35
55,21,27,35
56,19,31,35
57,12,36,36
58,7,33,37
59,40,13,37
60,14,30,38
61,62,12,38
62,26,4,39
63,15,22,39
64,59,30,40
65,8,33,40
66,26,14,40
67,9,19,40
68,12,63,41
69,3,20,41
70,24,17,42
71,50,62,42
72,83,16,42
