ID,WIDTH,HEIGHT,GROUP
0,30,27,0
1,6,10,1
2,11,23,2
3,13,39,2
4,20,30,2
5,23,15,2
6,63,12,3
7,32,32,4
8,42,11,5
9,9,26,6
10,7,11,6
11,4,1,6
12,11,53,6
13,2,3,7
14,7,12,7
15,18,22,8
16,29,20,9
17,14,35,10
18,97,16,11
19,25,4,12
20,16,41,13
21,15,7,14
22,47,68,14
23,16,27,14
24,15,81,15
25,1,3,15
26,28,14,15
27,17,57,15
28,9,42,15
29,20,58,16
30,2,13,17
31,34,9,17
32,4,21,18
33,25,19,18
34,27,13,18
35,4,27,19
36,43,14,19
37,11,23,19
38,40,73,20
39,12,15,21
40,8,34,22
41,12,3,23
42,31,17,24
43,12,11,25
44,11,4,25
45,20,8,25
46,16,30,25
47,33,5,25
48,24,76,26
49,7,31,26
50,38,19,27
51,17,11,28
52,11,12,29
53,24,10,29
54,7,45,29
55,8,40,30
56,18,43,31
57,18,22,31
58,12,26,32
59,25,74,32
60,52,17,32
61,52,14,33
62,20,56,33
63,15,31,34
64,10,34,35
65,20,18,36
66,82,14,37
67,13,35,38
68,36,7,39
69,9,30,39
70,64,17,40
71,17,23,41
72,55,12,42
