ID,WIDTH,HEIGHT,GROUP
0,6,37,0
1,2,11,1
2,31,23,2
3,8,19,3
4,5,22,4
5,13,8,4
6,44,8,5
7,19,4,6
8,8,45,6
9,23,8,7
10,17,17,8
11,15,88,8
12,10,22,8
13,50,8,9
14,49,11,9
15,27,10,10
16,13,34,11
17,35,8,11
18,22,38,12
19,54,8,13
20,7,8,13
21,3,20,14
22,7,7,15
23,25,6,15
24,44,9,16
25,9,7,16
26,9,33,16
27,13,5,17
28,12,20,18
29,30,6,19
30,8,42,20
31,12,9,21
32,5,9,21
33,2,2,22
34,18,13,23
35,13,13,23
36,7,6,23
37,4,16,24
38,6,21,24
39,51,8,25
40,26,14,26
41,7,2,26
42,13,4,26
43,5,4,26
44,6,24,27
45,12,17,27
46,5,24,28
47,3,10,28
48,8,11,29
49,6,24,30
50,44,11,31
51,12,22,31
52,7,13,32
53,15,18,32
54,10,14,33
55,10,35,33
56,12,20,33
57,42,6,34
58,7,12,35
59,29,40,35
60,18,37,36
61,7,3,37
62,28,15,37
63,3,8,38
64,4,17,39
65,40,8,39
66,2,6,40
67,6,18,41
68,6,31,42
69,7,13,42
70,19,3,43
71,10,23,44
72,7,3,45
73,18,5,46
74,3,9,47
75,13,10,47
76,3,10,48
77,2,4,49
78,7,11,50
79,26,7,50
80,2,13,51
81,6,3,51
82,2,4,51
83,50,8,52
84,16,7,53
85,13,26,53
86,19,20,54
87,11,8,55
88,10,40,56
89,6,18,57
90,10,6,57
91,4,22,58
92,4,7,59
93,16,19,59
94,28,23,59
95,52,9,60
96,12,5,60
97,21,8,60
98,27,26,61
99,26,9,61
100,3,15,61
101,16,22,61
102,20,11,62
103,12,9,63
104,11,11,64
105,3,3,65
106,51,16,66
107,31,5,66
108,18,9,67
109,13,8,67
110,4,8,68
111,4,3,69
112,23,6,70
113,8,41,70
114,35,7,71
115,11,3,72
116,9,11,73
117,20,34,74
118,49,13,74
119,31,13,74
120,13,5,75
121,19,11,76
122,20,9,77
123,11,7,78
124,4,11,79
125,29,9,80
126,11,9,81
127,12,13,82
128,6,2,83
129,4,3,84
130,40,7,85
131,2,2,86
132,5,6,86
133,10,6,87
134,11,24,87
135,8,3,87
136,8,17,88
137,6,20,89
138,11,12,90
139,15,6,91
140,13,35,91
141,6,21,92
142,12,12,92
143,6,4,93
144,2,3,93
145,8,10,93
146,14,7,93
147,18,11,94
148,15,15,95
149,6,2,96
150,21,4,96
151,20,5,97
152,14,21,97
153,14,8,97
154,10,19,97
155,52,11,98
156,8,10,98
157,17,15,98
158,18,12,99
159,11,18,100
160,9,6,100
161,2,8,101
162,24,8,102
163,9,3,102
164,7,9,103
165,5,11,104
166,42,19,105
167,4,8,106
168,8,21,107
169,10,31,107
170,3,9,108
171,8,15,108
172,7,15,108
173,18,13,109
174,9,36,109
175,40,9,110
176,2,7,110
177,8,6,111
178,15,28,111
179,7,6,111
180,26,6,112
181,10,13,112
182,11,8,113
183,7,2,113
184,15,15,113
185,15,18,114
186,2,8,114
187,6,22,115
188,7,45,115
189,2,6,116
190,7,3,116
191,15,6,116
192,12,46,117
193,11,18,117
194,10,9,117
195,9,9,117
196,42,18,118
197,7,28,118
198,26,19,118
