ID,WIDTH,HEIGHT,GROUP
0,21,6,0
1,3,8,0
2,4,27,1
3,20,15,2
4,37,76,3
5,30,115,3
6,19,6,3
7,18,13,3
8,23,19,3
9,78,35,4
10,6,6,4
11,22,37,5
12,41,27,5
13,39,24,6
14,12,33,7
15,10,13,7
16,13,41,7
17,10,38,7
18,62,18,8
19,7,22,8
20,78,15,9
21,16,9,10
22,21,61,10
23,64,19,11
24,22,47,12
25,15,22,13
26,28,43,14
27,15,92,15
28,5,9,16
29,22,58,17
30,38,48,17
31,44,7,17
32,24,10,18
33,20,37,19
34,18,5,19
35,27,14,20
36,3,6,21
37,5,30,21
38,110,32,22
39,67,16,23
40,20,91,24
41,3,15,24
42,12,13,25
43,62,17,25
44,16,53,26
45,14,97,27
46,72,12,27
47,6,11,27
48,8,54,28
