ID,WIDTH,HEIGHT,GROUP
0,19,106,0
1,8,36,1
2,35,11,1
3,17,25,2
4,8,3,2
5,28,9,2
6,22,14,3
7,10,38,3
8,79,17,4
9,1,1,4
10,26,7,5
11,4,8,5
12,10,12,5
13,3,13,5
14,23,89,6
15,18,11,6
16,12,30,7
17,16,3,8
18,9,11,9
19,24,23,10
20,55,8,10
21,20,5,11
22,5,13,12
23,17,41,13
24,49,15,13
25,10,32,14
26,22,6,14
27,5,16,15
28,3,4,16
29,4,17,17
30,10,20,17
31,8,12,18
32,39,8,19
33,35,20,19
34,7,9,19
35,2,7,19
36,48,13,20
37,67,16,20
38,8,7,21
39,3,18,22
40,87,30,22
41,21,48,23
42,6,13,23
43,9,16,24
44,25,22,25
45,18,5,26
46,9,6,27
47,108,19,28
48,12,10,29
49,7,10,30
50,23,9,31
51,7,27,32
52,9,2,32
53,23,9,33
54,6,11,33
55,7,29,34
56,17,11,35
57,47,16,36
58,74,26,37
59,4,26,38
60,82,12,39
61,8,20,40
62,7,19,41
63,14,73,42
64,35,11,43
65,1,4,44
66,22,22,45
67,66,11,45
68,49,14,46
69,63,18,46
70,15,63,47
71,5,26,47
72,33,5,48
73,8,32,49
74,5,10,49
75,9,12,50
76,28,40,50
77,13,13,50
78,10,12,50
79,32,24,51
80,4,2,51
81,40,9,51
82,18,90,52
83,22,8,52
84,4,1,52
85,12,13,53
86,14,9,53
87,7,2,54
88,30,10,54
89,20,4,54
90,25,5,55
91,16,16,55
92,1,6,55
93,17,45,56
94,31,11,56
95,3,20,57
96,11,44,57
