ID,WIDTH,HEIGHT,GROUP
0,94,29,0
1,56,11,1
2,28,99,2
3,36,23,2
4,43,10,3
5,65,19,3
6,21,12,4
7,23,35,5
8,9,33,5
9,24,108,5
10,131,23,5
11,48,43,6
12,2,12,6
13,57,18,6
14,49,38,7
15,8,10,8
16,4,27,9
17,25,48,10
18,6,2,11
19,24,5,12
20,11,48,12
21,17,37,12
22,10,10,12
23,46,12,13
24,53,28,13
25,21,13,14
26,17,46,15
27,10,13,16
28,24,15,17
29,32,69,18
30,17,4,19
31,22,14,19
32,57,27,20
33,10,36,21
34,1,3,21
35,57,30,21
36,11,23,22
37,35,13,23
38,45,39,24
39,7,8,24
40,36,48,24
41,4,16,25
42,40,18,25
43,13,25,26
44,28,7,26
45,11,18,27
46,21,30,27
47,9,51,27
48,13,5,28
