        50       100       100
      1014        26        39         6
      1978        43        46         3
      2107        43        49         3
       527        31        17         9
       140        10        14        21
       806        26        31         1
      1677        43        39         2
       624        16        39         6
       506        46        11        10
       336        16        21         5
       629        17        37         8
       720        40        18         6
       435        15        29        16
       240        12        20         2
       416        16        26         6
       459        27        17         7
       987        21        47         2
       220        10        22        19
       400        40        10        20
       595        35        17         3
      1296        27        48         4
      1363        29        47         5
      1274        49        26         2
       533        41        13         2
       912        24        38         3
       594        22        27        10
       725        25        29         3
       656        41        16        10
       165        11        15        31
       624        24        26         1
       416        13        32        17
       165        15        11        49
       154        14        11        11
       672        21        32         5
      2208        46        48         1
       812        28        29         1
       598        26        23         6
       459        27        17         6
      2352        48        49         2
      1763        43        41         3
       819        39        21         2
      1102        29        38         3
       616        14        44         4
       275        25        11        18
       882        42        21         7
      1560        39        40         1
       225        15        15        15
      1400        40        35         3
      1880        40        47         2
      1440        40        36         2
