        50       100       100
       560        40        14         5
       374        11        34         6
      1152        36        32         1
       990        30        33         4
       600        24        25        13
       855        19        45         2
      1568        32        49         6
       760        40        19         3
       858        22        39         3
      1295        35        37         3
      1120        40        28         1
      1150        25        46         4
       300        12        25         7
      1960        49        40         1
       992        32        31         8
      1364        44        31         3
       609        21        29         9
       720        20        36         8
      1280        40        32         4
       572        22        26        12
       420        14        30        20
       960        24        40         5
      1176        28        42         6
       396        33        12         7
      1472        46        32         6
      1134        42        27         5
      1333        31        43         5
       176        16        11        38
      1632        34        48         1
      1258        37        34         1
       858        33        26         7
      1426        31        46         4
       576        24        24         8
      1320        30        44         3
       756        28        27         4
       611        13        47         7
       378        21        18         7
      1066        26        41         1
      1232        44        28         2
      1496        34        44         4
       308        22        14        23
       726        33        22         5
       800        40        20         9
       837        31        27         1
      1260        36        35         2
       609        29        21         2
       608        38        16         4
       516        12        43         9
       888        24        37         4
      1058        46        23         1
