        50       100       100
      1032        43        24         1
      1353        41        33         4
      1176        28        42         5
      1763        41        43         2
       160        10        16        36
       672        32        21         5
       850        34        25         3
       648        36        18         3
       312        26        12         9
      1505        43        35         4
       506        22        23         9
       504        14        36         3
       846        18        47         1
       792        44        18         1
       340        17        20        17
       672        32        21         6
       451        41        11        13
       841        29        29         4
       510        17        30         5
       875        25        35         4
      1127        49        23         7
       616        22        28         9
       700        35        20         2
       882        42        21         1
      1176        24        49         7
      1505        35        43         4
      2303        47        49         3
       836        19        44         4
      1189        29        41         5
       748        17        44         5
      1739        47        37         2
      1428        34        42         4
      1215        45        27         1
       361        19        19         2
      1323        49        27         5
      1862        49        38         2
       392        28        14         7
      1880        47        40         4
      1176        24        49         3
       840        35        24         5
      1680        35        48         4
       338        26        13         5
       651        31        21         3
      1260        28        45         5
       160        16        10        12
      1440        48        30         5
      1085        31        35         6
      1632        34        48         1
      1452        33        44         6
       864        18        48         4
