        50       100       100
      1862        38        49         3
      1640        41        40         1
       516        12        43         2
      1755        39        45         1
      1833        39        47         2
      1344        48        28         1
       225        15        15         2
       572        22        26         2
      1012        23        44         3
      1216        32        38         2
      1134        42        27         2
       600        24        25         2
      1204        43        28         1
       832        26        32         2
      1160        29        40         3
       840        30        28         1
       920        20        46         4
       920        46        20         4
       775        31        25         3
       490        49        10         2
      1015        35        29         3
      1554        42        37         1
      1204        28        43         1
      2205        45        49         3
       950        25        38         3
      1276        29        44         2
      1363        47        29         1
       864        48        18         3
       340        17        20         4
       320        10        32         4
      1426        46        31         3
       312        12        26         4
      1394        41        34         2
       432        18        24         1
      1080        45        24         1
       900        36        25         3
       290        10        29         2
       528        16        33         2
      1517        41        37         4
       300        20        15         1
       903        21        43         4
       140        10        14         4
       820        20        41         1
       432        12        36         1
       968        44        22         4
       168        14        12         3
       555        15        37         3
      1980        44        45         1
       310        31        10         3
      1148        28        41         4
