        50       100       100
       551        29        19         3
       429        33        13         1
       888        24        37         1
       945        35        27         2
      1221        33        37         4
       364        13        28         1
      1804        44        41         3
       420        14        30         2
      1170        30        39         4
       702        18        39         2
      1728        36        48         2
      1332        36        37         4
       408        24        17         2
       247        13        19         2
      1104        23        48         2
       410        41        10         3
       336        24        14         2
       602        14        43         3
      1056        22        48         4
      1485        45        33         1
      2160        48        45         4
       276        23        12         2
      1804        41        44         1
      1188        33        36         3
       621        23        27         4
       209        19        11         3
       168        12        14         3
       819        39        21         2
       814        22        37         3
      1040        26        40         4
      2160        48        45         1
      1640        40        41         3
      1720        40        43         3
      1435        35        41         4
       462        42        11         2
      1258        34        37         1
       702        27        26         1
       946        43        22         1
      1368        38        36         4
       920        20        46         2
       624        16        39         2
      1200        40        30         4
      1056        32        33         2
       432        27        16         3
      1200        48        25         4
       936        36        26         1
       396        22        18         2
       416        26        16         1
       192        16        12         3
       480        20        24         1
