        50       100       100
      1610        46        35         4
       819        21        39         2
       275        25        11         1
       380        38        10         4
       588        14        42         1
       242        11        22         2
       231        11        21         2
      1015        29        35         2
       374        34        11         4
       435        15        29         4
      1680        48        35         3
       660        22        30         3
       210        10        21         2
      1290        43        30         2
       735        35        21         2
       780        30        26         2
       700        20        35         4
      1326        39        34         2
       528        22        24         3
       448        14        32         4
       455        13        35         3
       728        28        26         4
       290        29        10         3
       968        22        44         3
       882        42        21         3
      1806        43        42         3
      1305        29        45         3
       682        31        22         4
       684        38        18         2
      1372        28        49         3
      1152        24        48         2
       609        29        21         1
       714        17        42         4
      1849        43        43         3
       940        47        20         4
       312        12        26         4
      1178        38        31         4
       621        23        27         2
      1739        37        47         1
       256        16        16         4
       432        24        18         4
      1980        44        45         1
      1196        26        46         2
       638        29        22         3
      1152        48        24         1
      1840        46        40         1
      1050        25        42         4
      1274        49        26         2
      2024        46        44         1
       510        17        30         2
