        50       100       100
       440        20        22         2
      1218        42        29         4
       910        35        26         4
      2021        47        43         1
       380        38        10         4
       456        38        12         1
       288        12        24         4
      1776        37        48         1
       840        42        20         3
       230        10        23         2
       621        23        27         4
       544        32        17         1
       612        18        34         3
       406        29        14         1
      1536        48        32         2
       451        11        41         1
       390        13        30         2
      2162        47        46         4
      1764        49        36         2
       528        33        16         1
       310        31        10         4
       559        43        13         3
       817        43        19         3
       832        26        32         2
       266        14        19         3
       494        13        38         1
       512        16        32         4
       812        28        29         4
      1665        37        45         4
       378        14        27         3
       285        15        19         3
       473        43        11         3
       817        43        19         3
      1978        43        46         1
       375        25        15         1
      1786        47        38         4
      1666        49        34         3
       828        46        18         2
       612        18        34         3
      1073        29        37         3
      1078        22        49         3
       551        19        29         4
      1620        36        45         2
       273        13        21         1
       520        20        26         1
      1800        45        40         3
       252        14        18         4
      1189        41        29         4
       837        31        27         2
      1720        43        40         2
