        50       100       100
       754        26        29         2
       420        42        10         2
       384        16        24         1
      1681        41        41         1
       720        48        15         4
       323        17        19         1
      2009        49        41         3
       864        36        24         3
       408        12        34         2
       756        28        27         4
      1316        28        47         3
       624        39        16         4
       986        29        34         1
       143        11        13         1
       686        14        49         3
       589        31        19         2
       735        35        21         4
       672        42        16         1
       294        14        21         3
       400        10        40         4
      1872        39        48         1
       928        32        29         1
       372        12        31         2
      1188        36        33         1
       928        29        32         1
       874        19        46         3
       198        18        11         2
       812        29        28         2
       352        16        22         1
      1152        48        24         2
       400        20        20         4
       306        17        18         4
      1763        41        43         3
       748        22        34         1
       578        34        17         1
       735        15        49         3
       600        40        15         4
       988        26        38         4
       560        35        16         1
       814        37        22         1
       459        27        17         2
       896        32        28         3
       629        17        37         2
       750        25        30         4
       506        22        23         4
       738        18        41         1
       390        39        10         1
       256        16        16         2
       899        31        29         3
      1025        25        41         2
