ID,WIDTH,HEIGHT,GROUP
0,5,8,0
1,6,28,0
2,9,35,0
3,5,7,0
4,6,7,0
5,71,13,0
6,3,4,1
7,41,6,1
8,8,26,1
9,11,9,2
10,6,34,2
11,20,5,2
12,11,15,3
13,4,7,3
14,9,13,3
15,13,27,3
16,5,30,3
17,31,5,3
18,54,16,4
19,8,2,4
20,7,3,4
21,1,6,4
22,3,8,5
23,2,7,5
24,13,4,5
25,11,16,6
26,21,24,6
27,2,2,6
28,10,3,6
29,16,6,6
30,12,27,6
31,2,6,6
32,5,14,7
33,27,24,7
34,49,11,7
35,3,1,8
36,2,2,8
37,3,7,8
38,3,2,8
39,4,25,8
40,2,2,8
41,10,5,9
42,14,4,9
43,4,23,9
44,6,20,9
45,3,3,9
46,15,5,9
47,9,19,10
48,11,8,10
49,6,23,11
50,2,1,11
51,2,8,11
52,50,10,11
53,14,51,12
54,2,5,12
55,6,3,12
56,22,75,13
57,7,29,13
58,2,7,13
59,5,31,13
60,14,3,13
61,34,7,13
62,13,13,14
63,4,1,14
64,18,3,14
65,30,16,14
66,43,12,15
67,16,3,15
68,3,16,15
69,13,54,15
70,5,12,15
71,9,10,15
72,4,8,15
73,9,6,15
74,3,1,15
75,2,1,15
76,26,6,16
77,2,10,17
78,9,6,17
79,9,45,18
80,14,15,18
81,9,7,18
82,3,10,18
83,4,8,18
84,30,7,18
85,8,6,18
86,18,29,19
87,8,10,19
88,5,14,19
89,4,4,19
90,16,85,20
91,10,2,20
92,9,5,20
93,2,5,20
94,13,16,20
95,2,13,21
96,15,10,21
97,1,2,21
98,5,1,22
99,40,14,22
100,13,54,22
101,3,14,22
102,17,4,22
103,11,51,23
104,13,27,23
105,5,9,23
106,5,29,24
107,21,4,24
108,14,25,24
109,16,11,24
110,5,5,24
111,6,1,24
112,29,18,25
113,7,15,25
114,38,11,26
115,8,27,26
116,6,17,26
117,8,54,26
118,15,8,26
119,14,6,26
120,8,27,26
121,65,22,26
122,27,9,26
123,2,2,26
124,4,4,26
125,2,13,27
126,15,18,27
127,14,67,27
128,3,11,27
129,7,32,28
130,5,19,28
131,9,2,28
132,11,49,29
133,13,9,29
134,3,8,29
135,32,12,29
136,9,16,30
137,36,11,30
138,18,4,30
139,1,2,30
140,13,27,30
141,3,9,30
142,74,14,30
143,14,45,31
144,7,36,31
145,7,37,31
146,8,3,31
147,7,19,31
148,6,18,31
149,21,10,32
150,6,4,32
151,2,9,32
152,44,11,32
153,10,34,32
154,9,56,33
155,11,63,33
156,14,38,33
157,11,51,33
158,6,15,33
159,30,6,33
160,7,12,33
161,4,23,34
162,9,26,34
163,5,33,34
164,5,2,34
165,26,10,34
166,15,6,35
167,5,13,35
168,1,5,35
169,7,15,35
170,21,8,35
171,21,5,35
172,2,9,35
173,3,20,36
174,8,18,36
175,7,13,36
176,18,40,36
177,9,11,36
178,12,21,36
179,10,34,36
180,20,4,36
181,4,10,37
182,3,6,37
183,30,29,37
184,3,14,37
185,1,4,37
186,3,3,37
187,36,11,37
188,8,38,38
189,2,11,38
190,15,18,38
191,4,4,38
192,16,16,38
193,4,1,38
194,29,15,38
195,11,9,38
196,1,6,38
