ID,WIDTH,HEIGHT,GROUP
0,27,18,0
1,64,13,0
2,57,21,0
3,46,24,0
4,2,7,0
5,4,9,1
6,4,3,1
7,29,6,1
8,13,29,1
9,54,23,1
10,36,21,1
11,25,102,2
12,7,19,2
13,13,5,2
14,6,31,2
15,26,21,2
16,27,18,3
17,13,25,3
18,20,15,3
19,58,20,3
20,14,59,3
21,41,82,3
22,46,34,3
23,14,74,3
24,105,22,3
25,51,52,3
26,7,2,3
27,28,13,3
28,57,24,4
29,19,19,4
30,9,9,4
31,25,105,5
32,14,10,5
33,77,25,5
34,25,18,5
35,58,11,5
36,39,74,5
37,13,10,5
38,8,8,5
39,18,5,5
40,8,15,6
41,11,11,6
42,17,57,7
43,32,81,7
44,6,6,7
45,10,45,7
46,6,28,8
47,13,25,8
48,44,8,8
