ID,WIDTH,HEIGHT,GROUP
0,66,16,0
1,1,3,0
2,14,37,0
3,101,19,0
4,8,25,1
5,11,32,1
6,12,6,1
7,12,18,1
8,21,21,2
9,5,14,2
10,12,7,2
11,11,62,2
12,1,2,2
13,2,13,2
14,14,78,3
15,2,9,3
16,36,7,3
17,2,1,3
18,50,16,4
19,10,20,4
20,9,15,4
21,5,22,4
22,6,1,4
23,31,14,5
24,68,16,5
25,2,12,5
26,10,2,5
27,12,12,5
28,22,18,5
29,11,11,5
30,27,27,6
31,39,21,6
32,5,19,6
33,70,20,6
34,20,10,6
35,23,24,6
36,7,40,6
37,4,8,6
38,7,26,7
39,15,35,7
40,48,11,7
41,7,18,7
42,3,4,7
43,19,16,8
44,18,8,8
45,10,22,8
46,37,11,8
47,9,16,8
48,15,80,9
49,4,1,9
50,11,11,10
51,17,76,10
52,2,5,10
53,10,13,10
54,18,7,10
55,1,4,10
56,37,49,11
57,26,12,11
58,8,19,11
59,7,16,11
60,12,47,11
61,7,32,11
62,14,15,11
63,7,3,11
64,29,37,12
65,19,3,12
66,5,19,13
67,12,19,13
68,20,22,13
69,17,76,13
70,3,9,13
71,10,8,13
72,25,4,14
73,20,8,14
74,25,7,14
75,19,4,14
76,19,9,14
77,9,16,15
78,15,40,15
79,4,18,15
80,5,8,15
81,17,35,16
82,22,40,16
83,8,34,16
84,9,29,16
85,30,74,16
86,17,16,16
87,1,3,16
88,19,18,17
89,12,44,17
90,36,6,17
91,6,16,18
92,13,2,18
93,6,2,18
94,5,25,18
95,105,32,18
96,71,35,18
