ID,WIDTH,HEIGHT,GROUP
0,5,7,0
1,33,17,0
2,26,110,0
3,6,25,0
4,6,2,0
5,23,10,0
6,8,20,1
7,6,14,1
8,16,11,1
9,2,9,1
10,8,41,1
11,8,12,2
12,22,4,2
13,44,13,2
14,15,47,3
15,22,54,3
16,18,12,3
17,5,8,3
18,17,25,3
19,3,3,3
20,7,23,3
21,10,11,3
22,9,61,4
23,4,8,4
24,56,21,4
25,6,37,4
26,50,27,4
27,14,14,4
28,5,18,4
29,7,7,4
30,47,7,5
31,16,11,5
32,58,12,5
33,21,102,5
34,68,12,5
35,15,4,5
36,15,3,5
37,39,9,6
38,4,18,6
39,3,12,6
40,15,72,7
41,12,9,7
42,26,16,7
43,13,3,7
44,34,12,7
45,30,5,8
46,16,26,8
47,5,14,9
48,66,23,9
49,10,20,9
50,6,35,10
51,6,6,10
52,3,1,10
53,20,12,11
54,37,12,11
55,32,7,11
56,10,9,11
57,5,18,12
58,21,26,12
59,49,16,12
60,99,21,12
61,27,22,12
62,67,11,13
63,22,8,13
64,25,21,13
65,6,28,13
66,38,19,13
67,109,18,13
68,56,39,14
69,11,11,14
70,6,22,14
71,20,10,14
72,35,9,14
73,9,51,15
74,23,32,15
75,8,5,15
76,7,12,15
77,11,17,16
78,3,16,16
79,8,7,16
80,11,4,16
81,64,10,16
82,25,36,16
83,9,6,16
84,48,13,16
85,51,11,16
86,58,14,16
87,11,9,17
88,4,6,17
89,9,18,17
90,9,4,17
91,15,19,17
92,8,5,17
93,10,23,17
94,16,12,17
95,11,3,18
96,14,4,18
