ID,WIDTH,HEIGHT,GROUP
0,41,27,0
1,29,16,0
2,7,11,0
3,6,5,0
4,4,5,0
5,4,11,0
6,4,14,1
7,8,46,1
8,5,21,1
9,18,15,1
10,2,2,1
11,12,8,1
12,30,42,2
13,9,35,2
14,12,75,2
15,7,22,2
16,65,17,2
17,12,27,3
18,4,4,3
19,4,25,3
20,13,10,3
21,2,10,3
22,22,8,3
23,31,20,4
24,34,102,4
25,5,9,4
26,56,19,4
27,4,1,4
28,11,12,4
29,8,2,5
30,12,7,5
31,47,12,5
32,14,6,5
33,13,56,5
34,11,7,6
35,2,10,6
36,14,4,6
37,13,9,7
38,22,64,7
39,35,11,7
40,36,14,7
41,7,20,7
42,28,5,7
43,18,3,7
44,28,15,7
45,16,14,7
46,4,24,8
47,110,16,8
48,22,7,9
49,5,1,9
50,23,49,9
51,33,7,9
52,3,15,9
53,14,11,9
54,19,21,9
55,47,9,9
56,10,60,10
57,13,34,10
58,7,2,10
59,21,55,11
60,7,21,11
61,8,5,11
62,5,12,11
63,35,7,12
64,14,10,12
65,27,8,12
66,50,24,12
67,37,29,12
68,11,12,13
69,10,2,13
70,11,21,13
71,4,25,13
72,6,20,13
73,15,7,13
74,7,33,13
75,2,4,13
76,6,1,13
77,18,116,14
78,23,25,14
79,16,41,14
80,13,6,14
81,7,11,14
82,20,21,14
83,36,12,14
84,6,22,15
85,16,68,16
86,27,94,16
87,4,18,16
88,13,4,16
89,56,9,16
90,5,3,16
91,24,35,16
92,18,5,17
93,8,3,17
94,22,56,18
95,8,11,18
96,55,15,18
