ID,WIDTH,HEIGHT,GROUP
0,3,8,0
1,12,7,0
2,2,11,0
3,2,13,0
4,43,7,0
5,20,20,1
6,18,29,1
7,11,9,1
8,8,10,1
9,7,24,1
10,16,11,1
11,5,8,1
12,4,8,1
13,7,17,1
14,2,2,1
15,16,13,1
16,8,13,1
17,14,19,2
18,8,18,2
19,4,15,2
20,15,21,2
21,21,8,2
22,5,5,3
23,28,30,3
24,16,11,3
25,11,11,4
26,6,22,4
27,10,14,4
28,5,21,4
29,4,18,4
30,25,5,5
31,3,10,5
32,64,23,5
33,8,18,5
34,4,6,5
35,5,9,6
36,3,5,6
37,24,9,7
38,35,19,7
39,11,8,7
40,21,9,7
41,2,4,8
42,12,2,8
43,5,6,8
44,8,2,8
45,23,7,8
46,6,16,9
47,15,47,9
48,1,5,9
49,3,13,9
50,5,2,10
51,27,5,10
52,26,10,10
53,16,3,10
54,2,9,10
55,4,4,10
56,31,9,10
57,5,2,10
58,32,15,11
59,27,27,11
60,2,12,11
61,17,7,11
62,12,16,11
63,15,7,11
64,1,1,12
65,15,4,13
66,7,6,13
67,2,9,13
68,17,8,13
69,13,2,13
70,8,37,13
71,10,31,14
72,14,18,14
73,10,2,14
74,7,4,14
75,12,11,14
76,7,38,14
77,16,8,15
78,30,10,15
79,47,18,15
80,37,13,16
81,6,38,16
82,34,13,16
83,14,52,16
84,17,57,17
85,4,10,17
86,3,8,17
87,5,2,17
88,1,6,18
89,6,1,18
90,2,8,18
91,7,5,18
92,10,3,18
93,18,15,18
94,8,17,19
95,12,16,19
96,3,11,19
97,11,12,19
98,80,16,19
99,10,8,20
100,24,6,20
101,22,22,20
102,6,5,20
103,6,41,20
104,12,43,20
105,36,8,21
106,4,19,21
107,5,4,21
108,9,30,21
109,40,10,22
110,6,14,22
111,3,3,22
112,7,4,22
113,1,2,22
114,3,1,22
115,9,7,22
116,5,24,23
117,25,26,23
118,39,12,24
119,24,7,24
120,8,19,24
121,53,17,25
122,3,4,25
123,6,15,25
124,6,10,25
125,43,7,25
126,7,11,25
127,6,4,25
128,21,5,25
129,19,15,26
130,2,13,26
131,2,10,26
132,5,6,26
133,2,9,26
134,3,20,26
135,11,27,26
136,13,11,26
137,4,6,26
138,10,4,27
139,32,13,27
140,3,7,27
141,17,4,27
142,42,15,28
143,22,12,28
144,2,9,28
145,9,2,28
146,18,58,28
147,8,14,28
148,16,8,29
149,31,8,29
150,14,37,29
151,9,4,29
152,25,6,30
153,9,20,30
154,18,102,30
155,20,16,30
156,18,4,31
157,6,13,31
158,22,32,31
159,2,11,31
160,15,13,32
161,12,42,32
162,18,4,32
163,4,5,32
164,1,5,32
165,14,25,32
166,16,11,32
167,20,9,32
168,21,19,33
169,11,2,33
170,3,6,33
171,36,6,33
172,6,25,34
173,9,3,34
174,73,15,34
175,12,33,34
176,57,10,34
177,8,22,35
178,13,8,35
179,10,9,35
180,5,15,35
181,18,12,35
182,5,5,35
183,26,4,35
184,42,12,36
185,11,7,36
186,15,6,36
187,11,18,37
188,8,12,37
189,13,5,38
190,15,5,38
191,11,11,38
192,2,11,38
193,5,16,38
194,4,18,38
195,43,7,38
196,3,1,38
