ID,WIDTH,HEIGHT,GROUP
0,3,13,0
1,19,49,0
2,10,3,0
3,9,31,0
4,9,12,0
5,42,11,1
6,14,60,1
7,34,6,1
8,18,55,1
9,81,21,2
10,15,21,2
11,5,19,2
12,37,9,2
13,30,9,2
14,42,11,3
15,9,3,3
16,69,27,3
17,17,58,4
18,7,23,4
19,4,21,4
20,18,16,4
21,1,5,4
22,18,29,4
23,65,13,4
24,58,20,5
25,11,4,5
26,4,11,5
27,27,49,5
28,8,47,5
29,3,2,5
30,39,23,6
31,5,23,6
32,23,4,6
33,8,23,6
34,51,8,6
35,30,19,6
36,31,7,6
37,90,30,7
38,14,35,7
39,19,14,7
40,20,28,7
41,10,18,7
42,54,12,8
43,9,3,8
44,21,41,8
45,61,22,8
46,12,32,9
47,18,10,9
48,42,10,9
49,13,5,9
50,4,8,9
51,33,22,9
52,91,14,9
53,4,23,10
54,5,20,10
55,16,24,10
56,4,9,10
57,9,15,11
58,13,88,11
59,49,8,11
60,27,12,11
61,26,7,11
62,4,2,11
63,23,68,11
64,25,9,12
65,5,16,12
66,14,59,12
67,35,23,12
68,30,9,12
69,79,16,13
70,9,8,13
71,28,96,13
72,23,86,13
