ID,WIDTH,HEIGHT,GROUP
0,15,21,0
1,7,23,0
2,4,9,0
3,65,13,0
4,54,12,1
5,90,30,1
6,42,11,1
7,5,23,1
8,10,18,1
9,9,12,1
10,31,7,1
11,81,21,2
12,14,59,2
13,10,3,2
14,30,19,2
15,4,8,3
16,19,49,3
17,19,14,3
18,3,13,4
19,13,5,4
20,9,3,4
21,39,23,5
22,4,23,5
23,13,88,5
24,49,8,5
25,14,60,5
26,5,16,5
27,27,12,5
28,51,8,5
29,23,86,5
30,21,41,5
31,30,9,5
32,12,32,6
33,27,49,6
34,23,68,6
35,58,20,7
36,25,9,7
37,5,19,7
38,26,7,7
39,18,16,7
40,8,47,7
41,3,2,7
42,4,2,7
43,91,14,7
44,37,9,8
45,8,23,8
46,30,9,8
47,18,55,8
48,35,23,8
49,17,58,9
50,33,22,9
51,34,6,9
52,69,27,9
53,18,10,10
54,42,10,10
55,4,11,10
56,42,11,10
57,9,8,10
58,23,4,10
59,16,24,10
60,28,96,10
61,61,22,10
62,14,35,11
63,9,15,11
64,9,3,11
65,1,5,11
66,11,4,12
67,79,16,12
68,9,31,12
69,20,28,12
70,18,29,12
71,5,20,13
72,4,21,13
