ID,WIDTH,HEIGHT,GROUP
0,10,66,0
1,8,15,0
2,37,7,0
3,26,37,1
4,4,6,1
5,10,15,2
6,10,17,2
7,12,6,2
8,7,15,3
9,12,9,3
10,10,18,3
11,5,17,3
12,2,3,3
13,21,17,3
14,13,28,4
15,3,21,4
16,60,11,4
17,18,9,4
18,17,7,4
19,17,8,4
20,59,17,5
21,29,9,5
22,15,71,5
23,6,28,6
24,3,20,6
25,9,15,6
26,60,9,6
27,19,12,6
28,11,4,6
29,24,13,6
30,17,3,7
31,15,9,7
32,29,14,8
33,4,3,8
34,3,5,8
35,9,13,8
36,7,4,8
37,10,3,8
38,7,6,8
39,75,17,8
40,30,14,9
41,9,15,9
42,7,19,9
43,29,13,9
44,6,6,9
45,7,7,9
46,4,27,10
47,30,18,10
48,50,8,10
49,2,12,10
50,14,11,10
51,2,4,10
52,11,10,10
53,18,51,11
54,3,14,11
55,4,28,11
56,9,9,11
57,21,36,11
58,10,26,11
59,9,4,12
60,5,9,12
61,20,14,12
62,9,9,12
63,12,12,12
64,5,24,13
65,9,11,13
66,14,16,13
67,9,3,13
68,10,10,13
69,2,6,14
70,12,38,14
71,10,53,14
72,10,31,14
73,9,13,14
74,9,4,15
75,11,8,15
76,5,28,15
77,7,12,15
78,28,5,15
79,9,5,15
80,6,19,16
81,9,9,16
82,7,12,16
83,14,9,16
84,11,9,16
85,25,6,16
86,9,9,16
87,9,37,17
88,19,17,17
89,2,13,17
90,18,9,17
91,4,14,17
92,4,2,17
93,15,4,18
94,10,3,18
95,10,21,18
96,16,24,18
97,4,7,18
98,17,10,19
99,24,10,19
100,5,3,19
101,15,58,20
102,6,7,20
103,9,19,20
104,5,27,21
105,29,8,21
106,13,7,21
107,8,24,21
108,7,15,21
109,8,15,21
110,15,11,21
111,6,10,21
112,2,4,22
113,9,6,22
114,11,8,22
115,18,11,22
116,4,21,23
117,9,26,23
118,10,10,23
119,5,2,23
120,15,4,23
121,11,27,24
122,9,44,24
123,6,11,24
124,5,5,24
125,12,2,24
126,9,13,25
127,16,15,25
128,15,21,25
129,5,8,26
130,11,20,26
131,9,35,26
132,7,14,26
133,24,10,26
134,28,13,26
135,4,6,26
136,62,13,26
137,5,27,27
138,9,21,27
139,6,8,27
140,11,9,28
141,4,24,28
142,11,20,28
143,10,19,29
144,21,8,29
145,15,13,29
146,12,3,29
147,7,38,30
148,4,15,30
149,9,34,30
150,5,4,30
151,11,21,31
152,58,10,31
153,6,26,31
154,13,53,31
155,33,5,31
156,9,31,32
157,8,8,32
158,12,17,32
159,12,2,32
160,11,17,32
161,16,4,32
162,9,14,33
163,11,28,33
164,12,15,33
165,25,8,33
166,27,19,33
167,19,3,33
168,15,69,34
169,10,11,34
170,5,8,34
171,8,13,34
172,14,12,34
173,29,8,34
174,9,9,34
175,41,10,34
176,13,7,34
177,15,4,34
178,9,58,35
179,9,3,35
180,21,8,35
181,17,9,35
182,62,10,35
183,3,10,36
184,24,19,36
185,33,14,36
186,4,5,36
187,16,4,36
188,33,8,36
189,11,8,37
190,6,31,37
191,9,5,37
192,14,5,37
193,8,21,37
194,11,3,37
195,6,8,38
196,3,11,38
197,11,3,38
198,16,17,38
