ID,WIDTH,HEIGHT,GROUP
0,110,32,0
1,4,27,0
2,13,41,0
3,15,92,0
4,22,58,0
5,3,15,0
6,20,15,0
7,62,18,1
8,28,43,1
9,7,22,1
10,5,9,1
11,23,19,1
12,21,6,1
13,3,8,1
14,10,38,2
15,22,47,2
16,41,27,2
17,44,7,2
18,27,14,3
19,18,13,3
20,18,5,3
21,16,53,4
22,16,9,4
23,10,13,4
24,38,48,4
25,6,11,4
26,62,17,4
27,14,97,5
28,3,6,5
29,30,115,5
30,8,54,5
31,20,91,5
32,21,61,5
33,6,6,6
34,72,12,6
35,19,6,6
36,24,10,6
37,39,24,6
38,78,15,7
39,37,76,7
40,67,16,7
41,5,30,7
42,20,37,7
43,12,33,8
44,15,22,8
45,64,19,8
46,12,13,8
47,78,35,8
48,22,37,8
