ID,WIDTH,HEIGHT,GROUP
0,32,10,0
1,9,38,0
2,2,3,0
3,14,64,0
4,38,9,0
5,88,26,0
6,17,12,0
7,8,3,0
8,23,29,1
9,13,75,1
10,36,12,1
11,11,9,1
12,6,19,1
13,43,27,2
14,4,10,2
15,14,83,2
16,58,11,2
17,17,10,2
18,41,9,2
19,25,10,2
20,14,3,3
21,6,1,3
22,22,6,3
23,36,21,3
24,7,18,3
25,30,11,3
26,18,37,4
27,61,11,4
28,32,23,4
29,20,7,4
30,62,9,4
31,11,4,5
32,11,17,5
33,23,4,5
34,36,103,6
35,9,6,6
36,10,10,6
37,10,35,6
38,4,23,6
39,5,24,6
40,6,3,6
41,10,3,6
42,7,35,7
43,6,8,7
44,8,35,7
45,26,4,8
46,9,9,8
47,2,13,8
48,20,7,8
49,33,13,8
50,106,25,9
51,28,22,9
52,26,7,9
53,48,16,9
54,23,83,10
55,8,11,10
56,30,18,10
57,36,24,11
58,52,10,11
59,18,100,11
60,4,22,11
61,5,17,11
62,57,11,11
63,31,26,12
64,17,5,12
65,90,30,12
66,28,9,12
67,53,13,12
68,22,5,12
69,17,35,13
70,26,58,13
71,60,21,13
72,16,28,13
