ID,WIDTH,HEIGHT,GROUP
0,10,16,0
1,19,9,0
2,18,78,0
3,14,17,0
4,30,8,0
5,50,62,0
6,40,13,0
7,11,8,0
8,83,16,0
9,12,36,1
10,8,3,1
11,12,63,2
12,8,16,2
13,61,13,2
14,30,7,2
15,18,3,2
16,14,30,3
17,7,3,3
18,8,14,3
19,8,12,3
20,26,4,4
21,3,20,4
22,66,25,5
23,18,14,5
24,30,56,5
25,16,26,5
26,18,16,6
27,24,17,6
28,8,13,6
29,4,4,6
30,6,19,6
31,18,14,6
32,2,7,6
33,37,6,6
34,15,64,7
35,11,29,7
36,7,33,7
37,12,46,7
38,21,27,7
39,6,19,7
40,15,22,7
41,5,6,7
42,19,21,7
43,6,10,7
44,43,34,8
45,26,14,8
46,30,51,8
47,62,12,8
48,46,13,8
49,23,31,8
50,57,37,8
51,4,7,8
52,22,47,9
53,26,13,9
54,7,28,9
55,16,5,9
56,28,65,9
57,19,31,9
58,59,30,10
59,16,13,10
60,8,33,11
61,39,25,11
62,36,91,11
63,22,9,11
64,22,12,11
65,25,6,12
66,21,17,12
67,27,26,13
68,9,50,13
69,14,4,13
70,7,6,13
71,9,19,13
72,5,15,13
